m,family,n,cells
6,4523408352215040,7,19
6,4523408352215104,8,21
6,4523408352215168,8,22
6,4523408352608288,8,22
6,4523408354181120,7,20
6,4523408354181128,8,22
6,4523408360472576,7,21
6,4523408427581440,7,22
6,4523408628908032,7,22
6,4523409090412544,6,17
6,4523409132224512,7,22
6,4523409226596352,7,22
6,4523409627676672,7,22
6,4523425540341760,7,22
6,4523425603256320,7,22
6,4523425804582912,7,22
6,4523545472679936,9,23
6,4523545474630656,9,23
6,4523545476596736,9,23
6,4523545560350720,8,23
6,4523545724322816,9,23
6,4523545762202624,10,28
6,4523545791561728,8,23
6,4523545795364864,10,28
6,4523545825116224,10,28
6,4523545828786176,9,26
6,4523545828786184,10,28
6,4523666050646016,7,21
6,4523666319081472,7,22
6,4523666822397952,7,22
6,4523700376567808,8,23
6,4523700409991168,8,23
6,4523700447608832,9,27
6,4523700451803136,9,28
6,4525598785536064,8,21
6,4525598793793536,7,21
6,4525598856708096,7,21
6,4525599058034688,7,21
6,4525624557305856,7,21
6,4525762031910912,9,27
6,4525873630019584,8,22
6,4525873663442944,8,22
6,4525873667637760,10,27
6,4525873701060608,9,26
6,4525873705254912,9,27
6,4525899468767232,9,27
6,4526002546409472,9,27
6,4527789424771072,7,22
6,4527823265988608,8,23
6,4527823513714688,8,23
6,4527823651864576,9,28
6,4527926339305536,9,23
6,4527926343630848,8,23
6,4527926393569280,8,23
6,4527926930833408,9,28
6,4527961021743104,10,29
6,4528063780225024,8,22
6,4528063782191104,8,22
6,4528064029917184,8,22
6,4528098496217088,11,33
6,4528338658131968,8,23
6,4528338907824128,8,23
6,5067666289332256,8,18
6,5067666293268480,7,18
6,5067666540994560,7,18
6,5067666607833120,7,18
6,5067803730383872,10,24
6,5067803816103936,9,24
6,5067804013510656,9,24
6,5067804017427456,9,24
6,5067804050981376,9,24
6,5067804080341056,9,24
6,5067924239024640,7,18
6,5068061711533056,9,24
6,5071360313262080,8,24
6,5073421834649600,8,24
6,5073421866106880,8,24
6,5073559340711936,10,30
6,5084159215403520,7,18
6,5084296687911936,9,24
6,5084451373580288,8,24
6,5086341125636168,8,22
6,5086341327225920,8,22
6,5086357987008576,9,23
6,5086357987016736,9,23
6,5086357990965248,8,23
6,5086358007726080,8,23
6,5086358039183360,8,23
6,5086358238659616,9,23
6,5086358238691328,8,23
6,5086358238937088,8,23
6,5086358272213056,9,24
6,5086358272214112,11,28
6,5086358272229376,9,25
6,5086358272229504,10,28
6,5086358276161536,9,26
6,5086358276161544,10,28
6,5086358305505408,8,23
6,5086358306037824,10,28
6,5086358306045984,10,28
6,5086358307618816,9,26
6,5086358307618824,10,28
6,5086358309732352,9,27
6,5086358313893888,8,24
6,5086358313926656,9,28
6,5086358339059776,9,25
6,5086358372614208,8,23
6,5086358376808448,8,24
6,5086358376824832,9,27
6,5086358376841216,9,28
6,5086358507110400,8,23
6,5086358573940800,8,23
6,5086358578135040,8,24
6,5086358578151424,9,27
6,5086358578167808,9,28
6,5086358645260288,9,28
6,5086375489601536,9,28
6,5086375556694016,9,28
6,5086375758020608,9,28
6,5086495513788416,10,29
6,5086495711167552,11,29
6,5086495744999424,10,29
6,5086495782223872,11,32
6,5086495782223880,12,34
6,5086615685039136,9,23
6,5086615685070848,8,23
6,5086615685316608,8,23
6,5086615701831680,8,23
6,5086615936698368,8,23
6,5086616003543048,8,23
6,5086616004067328,8,24
6,5086616004083712,9,27
6,5086616004100096,9,28
6,5086616205132800,8,23
6,5086616272519168,9,28
6,5086616875958272,7,23
6,5086650330005504,10,29
6,5086650401030144,10,30
6,5086650401046528,11,33
6,5086650401062912,11,34
6,5086890881990656,9,28
6,5088539813617664,6,17
6,5088539830124672,6,17
6,5088540081782792,6,17
6,5088540148891776,7,21
6,5088540216000640,7,22
6,5088540350513152,7,22
6,5088540354414592,7,22
6,5088540417327232,7,22
6,5088541423960072,7,22
6,5088574191976448,8,23
6,5088574194065408,8,23
6,5088574441791488,8,23
6,5088574475075648,8,23
6,5088574510727168,8,24
6,5088574510743552,9,27
6,5088574512832512,9,27
6,5088574542184544,10,28
6,5088574577852416,9,28
6,5088574579941376,9,28
6,5088575783698432,7,23
6,5088677269340736,9,23
6,5088677269372928,8,23
6,5088677269618688,8,23
6,5088677273274368,8,23
6,5088677286133760,8,23
6,5088677323604480,8,23
6,5088677352964160,8,23
6,5088677521000448,8,23
6,5088677587845128,8,23
6,5088677592041472,9,27
6,5088677621399616,9,26
6,5088677621399624,10,28
6,5088677856821248,9,28
6,5088677860476928,9,28
6,5088711914307584,10,29
6,5088711951778304,10,29
6,5088711981137984,10,29
6,5088711985332224,10,30
6,5088711985348608,11,33
6,5088711985364992,11,34
6,5088711989542912,11,34
6,5088814708301824,8,22
6,5088814712226304,8,22
6,5088814959952384,8,22
6,5088815030993408,9,26
6,5088815035187712,9,27
6,5088815060353152,9,27
6,5088849422188544,10,30
6,5088849422204928,11,33
6,5088849424293888,11,33
6,5088952432461824,10,29
6,5088952499306496,9,27
6,5088952499306504,10,29
6,5088952499830784,10,30
6,5088952499847168,11,33
6,5088952499863552,11,34
6,5088952503502848,11,33
6,5088986859044864,10,30
6,5089089586208768,8,23
6,5089089837859328,8,23
6,5089089938259968,8,25
6,5089089971814400,7,23
6,5089090173140992,7,23
6,5089091313991680,8,28
6,5090738838978560,8,23
6,5090738853642336,9,23
6,5090738857574528,8,23
6,5090738905808960,8,23
6,5090738907906080,8,23
6,5090739105300608,8,23
6,5090739105562688,8,23
6,5090739109232648,8,23
6,5090739243450368,8,25
6,5090739243450496,9,28
6,5090739373736000,8,23
6,5090739378208768,9,28
6,5090739444776960,8,25
6,5090739444777088,9,28
6,5090739918733312,7,23
6,5090773219426304,10,29
6,5090773467152384,10,29
6,5090773533982784,10,29
6,5090773536079904,10,29
6,5090773605302272,11,34
6,5090876297068544,10,29
6,5090876611625024,10,29
6,5090876615294984,10,29
6,5090876884271104,11,34
6,5091013731549216,9,24
6,5091013733646336,9,25
6,5091013733662720,10,28
6,5091013733679104,10,29
6,5091013733924864,10,29
6,5091013736013824,10,29
6,5091013737580544,10,29
6,5091013739675648,8,24
6,5091013750439936,10,29
6,5091013752258560,8,24
6,5091013783715840,8,24
6,5091013819367456,10,29
6,5091013983469568,8,24
6,5091013985306624,10,29
6,5091014016761856,9,26
6,5091014016761984,10,29
6,5091014020694016,9,27
6,5091014020694024,10,29
6,5091014050578464,10,29
6,5091014052151296,9,27
6,5091014052151304,10,29
6,5091014058442752,9,28
6,5091014087802880,10,30
6,5091014087802912,11,32
6,5091014087802920,12,34
6,5091014087803008,11,33
6,5091014091997184,10,31
6,5091014121357312,9,28
6,5091014125551616,9,29
6,5091014251642880,8,24
6,5091014322683904,9,28
6,5091014326878208,9,29
6,5091014389792768,9,29
6,5091014830194688,9,29
6,5091014924566528,9,29
6,5091015325646848,9,29
6,5091015467728896,10,34
6,5091048378613760,12,35
6,5091048380432384,10,30
6,5091048411889664,10,30
6,5091048447541280,12,35
6,5091048449638400,12,36
6,5091048449654784,13,39
6,5091048449671168,13,40
6,5091151258320896,10,30
6,5091151489531904,10,30
6,5091151526756352,11,33
6,5091151526756360,12,35
6,5091185886494720,12,36
6,5091288611569664,10,29
6,5091288936349696,9,29
6,5091288999264256,9,29
6,5091289200590848,9,29
6,5092938262511680,7,22
6,5092938397007872,7,22
6,5092938463838272,7,22
6,5093212754812928,8,23
6,5093213140418560,7,23
6,5093213341745152,7,23
6,5093213845061632,7,23
6,5093214482595840,8,28
6,5101751736745984,7,22
6,5106132603371584,7,22
6,5106407279951872,7,23
6,5106407481278464,7,23
6,5106407984594944,7,23
6,5106408622129152,8,28
6,5629783018968064,8,19
6,5629783102722048,7,19
6,5629783337599488,7,19
6,5630607653081152,8,19
6,5630607656748064,8,19
6,5630607656779776,7,19
6,5630607660957696,7,19
6,5630607673540608,7,19
6,5630607703019584,8,19
6,5630607704997888,7,19
6,5630607971319936,7,19
6,5630608038428736,7,19
6,5630633424470016,7,19
6,5630633426558976,7,19
6,5630633443332096,7,19
6,5630633474789376,7,19
6,5630633674162176,7,19
6,5630633707569216,7,19
6,5630633741123616,7,19
6,5630770865640448,10,25
6,5630770949394432,9,25
6,5630771180224512,9,25
6,5630771184271872,9,25
6,5630771213631552,9,25
6,5630873948914176,7,19
6,5630873990995968,7,19
6,5630873992954368,7,19
6,5630874024411168,7,19
6,5630874997621248,7,19
6,5630882530607104,8,20
6,5630882530988032,8,20
6,5630882534654464,8,20
6,5630882534790144,10,24
6,5630882534791168,10,25
6,5630882534801920,10,25
6,5630882535182848,10,25
6,5630882580926464,8,20
6,5630882585121280,10,25
6,5630882616459264,9,25
6,5630882618544128,9,24
6,5630882618548224,9,25
6,5630882622738432,9,25
6,5630882849357824,8,21
6,5630882849374208,9,24
6,5630882849390592,9,25
6,5630882849759232,9,25
6,5630882853421568,9,24
6,5630882857615872,9,25
6,5630882882781184,8,22
6,5630882882781312,9,25
6,5630882916335616,7,20
6,5630883620978688,7,20
6,5630884258512896,8,25
6,5630908386250752,9,25
6,5630908587574272,9,25
6,5630908619169792,9,25
6,5630908621128192,9,25
6,5630908652584992,9,25
6,5631011731800064,8,23
6,5631046091538432,9,26
6,5631148868898816,7,19
6,5631149908951040,6,19
6,5631973502619648,7,19
6,5633906239868928,7,19
6,5633906439241728,7,19
6,5633906472648768,7,19
6,5633906506203168,7,19
6,5634035422330880,6,19
6,5634036126973952,6,19
6,5634181151330304,9,25
6,5634181384249344,9,25
6,5634181386207744,9,25
6,5634181417664544,9,25
6,5634310233260544,9,25
6,5634310266683392,8,24
6,5636234378608704,9,25
6,5636234386866176,8,25
6,5636234449780736,8,25
6,5636234651107328,8,25
6,5636371792265216,8,25
6,5636371817562144,9,25
6,5636371819528192,8,24
6,5636371886637056,8,25
6,5636372591280128,8,25
6,5636509256515584,9,26
6,5636509294133248,10,30
6,5636509298327552,10,31
6,5636646697435136,8,25
6,5638708313194496,8,25
6,5647375557197824,8,23
6,5649565957095424,8,23
6,5651489766900288,7,18
6,5651489766932480,6,18
6,5651489767301120,6,18
6,5651489800323200,6,18
6,5651490169421856,7,21
6,5651490840642048,7,20
6,5651490840642176,8,23
6,5651490840643616,8,23
6,5651490840649728,7,21
6,5651490840674304,7,22
6,5651490841042944,7,22
6,5651490874064928,7,21
6,5651490874065024,7,22
6,5651498356850688,7,19
6,5651498361045504,9,24
6,5651498373480576,7,19
6,5651498373611584,8,20
6,5651498373627904,8,21
6,5651498373628032,9,24
6,5651498374012992,9,24
6,5651498374021152,9,24
6,5651498375593984,8,22
6,5651498377707520,8,23
6,5651498381869056,7,20
6,5651498381901824,8,24
6,5651498394451968,7,20
6,5651498394468352,8,23
6,5651498394484736,8,24
6,5651498423959584,9,24
6,5651498425909248,7,20
6,5651498425925632,8,23
6,5651498425942016,8,24
6,5651498625286144,8,22
6,5651498658693184,8,22
6,5651498692247584,8,22
6,5651498692378624,8,22
6,5651498692378688,9,24
6,5651498692378752,9,25
6,5651498692379200,10,26
6,5651498692386880,10,27
6,5651498692395008,9,25
6,5651498692395040,10,27
6,5651498692411392,9,26
6,5651498692771872,9,25
6,5651498692780032,9,26
6,5651498694344704,8,23
6,5651498694361088,9,26
6,5651498694377472,9,27
6,5651498696474624,9,27
6,5651498700636160,8,24
6,5651498700668928,9,28
6,5651498725801984,8,23
6,5651498725802048,9,25
6,5651498725802080,10,27
6,5651498725802112,9,26
6,5651498759356416,7,21
6,5651498761469952,9,27
6,5651498763550720,8,24
6,5651498763583488,9,28
6,5651498767745024,8,25
6,5651498767777792,9,29
6,5651499031986176,8,25
6,5651499430576128,7,20
6,5651499430608896,8,24
6,5651499430977536,8,24
6,5651499463999488,7,21
6,5651499463999616,8,24
6,5651499472388096,8,25
6,5651499472420864,9,29
6,5651499566759936,8,25
6,5651499566792704,9,29
6,5651499967315968,7,22
6,5651500101533696,8,26
6,5651500504186880,6,19
6,5651524143423552,9,24
6,5651524143431712,9,24
6,5651524145397760,8,23
6,5651524145414144,8,24
6,5651524162174976,8,24
6,5651524195721216,8,24
6,5651524395074112,9,24
6,5651524395089920,8,23
6,5651524395106304,8,24
6,5651524395474944,8,24
6,5651524428496960,8,23
6,5651524428497024,8,24
6,5651524462051360,8,23
6,5651524464148480,8,24
6,5651524464156672,9,27
6,5651524495605792,9,26
6,5651524529160224,8,24
6,5651524531257344,8,25
6,5651525200388096,8,24
6,5651525233803296,8,24
6,5651525235900416,8,25
6,5651525235933184,9,29
6,5651525336571904,9,29
6,5651525737119744,7,23
6,5651627222646784,8,22
6,5651627574820864,8,24
6,5651627574820928,9,26
6,5651627574820992,9,27
6,5651627608375296,7,22
6,5651628313018368,7,22
6,5651628950552576,8,27
6,5651661582385152,9,25
6,5651661586579968,11,30
6,5651661668237312,10,30
6,5651661901135872,9,26
6,5651661901136448,11,30
6,5651661901152256,10,29
6,5651661901168640,10,30
6,5651661901537280,10,30
6,5651661905330688,11,31
6,5651661905347072,12,34
6,5651661934559232,9,27
6,5651661934559296,10,29
6,5651661934559360,10,30
6,5651661936672768,11,33
6,5651661938753536,10,30
6,5651661938769920,11,33
6,5651661938786304,11,34
6,5651661942947840,10,31
6,5651661942980608,11,35
6,5651661968113664,8,25
6,5651662672756736,8,25
6,5651663310290944,9,30
6,5651764661584512,9,24
6,5651764661585952,9,24
6,5651764661616640,8,23
6,5651764661985280,8,23
6,5651764678762496,8,24
6,5651764711916064,9,24
6,5651764711923712,8,23
6,5651764745338912,8,23
6,5651765013774368,9,26
6,5651765718548992,8,23
6,5651765752504320,9,28
6,5651773251534848,9,24
6,5651773251551232,9,25
6,5651773251919872,9,25
6,5651773254025728,11,30
6,5651773255713280,10,26
6,5651773255729664,11,29
6,5651773301858304,9,25
6,5651773335273504,9,25
6,5651773337370624,9,26
6,5651773337387008,10,29
6,5651773337403392,10,30
6,5651773570285568,9,25
6,5651773570286080,10,27
6,5651773570286208,11,30
6,5651773570287648,11,30
6,5651773570293760,10,28
6,5651773570301952,10,28
6,5651773570318336,10,29
6,5651773570686976,10,29
6,5651773574480384,11,30
6,5651773574496768,12,33
6,5651773603708928,9,26
6,5651773603708960,10,28
6,5651773603708968,11,30
6,5651773603709056,10,29
6,5651773604233248,11,31
6,5651773604241408,11,32
6,5651773604249632,12,34
6,5651773605806080,10,29
6,5651773605822464,11,32
6,5651773605838848,11,33
6,5651773607903232,10,29
6,5651773607919616,11,32
6,5651773607936000,11,33
6,5651773612097536,10,30
6,5651773612130304,11,34
6,5651773637263360,8,24
6,5651773905698816,8,25
6,5651774308483584,9,25
6,5651774341906432,8,24
6,5651774342438912,10,30
6,5651774979440640,9,29
6,5651799107182592,10,30
6,5651799306936320,10,30
6,5651799340089888,11,30
6,5651799340097536,10,29
6,5651799373512736,10,29
6,5651799375609856,10,30
6,5651799375618048,11,33
6,5651799375626240,11,33
6,5651799375642624,11,34
6,5651902419304960,10,28
6,5651902452727808,9,27
6,5651902453260288,11,33
6,5651936779043328,11,31
6,5651936812466176,10,30
6,5651936812998656,12,36
6,5652039539507200,8,23
6,5652039539523584,8,24
6,5652039539892224,8,24
6,5652039589830656,8,24
6,5652039891681280,8,25
6,5652040193671168,7,24
6,5652040596455936,8,24
6,5652040629878784,7,23
6,5652040630411264,9,29
6,5652041267412992,8,28
6,5653688806932544,8,21
6,5653688808898624,8,22
6,5653688810995744,8,22
6,5653688815190016,7,21
6,5653688859230208,7,21
6,5653689058590784,8,22
6,5653689066848256,7,22
6,5653689194774592,9,27
6,5653689196871712,9,27
6,5653689201065984,8,26
6,5653689863897088,7,21
6,5653689865863168,7,22
6,5653689866387456,8,25
6,5653689905709056,8,26
6,5653690000080896,8,26
6,5653690409025536,8,27
6,5653723168636992,9,25
6,5653723170734112,9,25
6,5653723170881568,11,30
6,5653723172831232,9,26
6,5653723172847616,10,29
6,5653723172864000,10,30
6,5653723189624832,10,30
6,5653723223171072,10,30
6,5653723422523392,9,26
6,5653723422539776,10,29
6,5653723422556160,10,30
6,5653723422924800,10,30
6,5653723424491520,10,30
6,5653723426586624,8,25
6,5653723455946752,9,27
6,5653723455946880,10,30
6,5653723487404032,9,27
6,5653723520958528,11,32
6,5653723523055648,11,32
6,5653723558707200,10,31
6,5653723558739968,11,35
6,5653724225601536,8,25
6,5653724768763904,9,30
6,5653826250096640,10,28
6,5653826564653120,10,28
6,5653826572910592,9,28
6,5653826602270720,10,30
6,5653826602270848,11,33
6,5653826635825152,9,28
6,5653826837151744,9,28
6,5653860609835008,11,31
6,5653860695687168,12,36
6,5653860924391488,11,31
6,5653860926898176,12,36
6,5653860928585728,11,32
6,5653860928602112,12,35
6,5653860928618496,12,36
6,5653860928987136,12,36
6,5653860932648960,10,31
6,5653860962009088,11,33
6,5653860962009216,12,36
6,5653860964122624,13,39
6,5653860995563520,10,31
6,5653963684839552,9,25
6,5653963685232672,9,25
6,5653963687329792,9,26
6,5653963687346176,10,29
6,5653963687362560,10,30
6,5653963689033728,9,25
6,5653963689035808,11,30
6,5653963689041920,10,28
6,5653963689050112,10,28
6,5653963689066496,10,29
6,5653963689435136,10,29
6,5653963693096960,8,24
6,5653963704123392,10,30
6,5653963706212352,10,30
6,5653963709874176,8,25
6,5653963735171104,9,25
6,5653963737137152,8,24
6,5653963737669632,10,30
6,5653963739373568,10,29
6,5653963770691584,9,27
6,5653963770691712,10,30
6,5653963772788768,10,29
6,5653963804246016,8,25
6,5653963978309632,9,28
6,5653964003606528,9,26
6,5653964003606560,10,28
6,5653964003606568,11,30
6,5653964003606656,10,29
6,5653964003999776,10,29
6,5653964005572608,9,27
6,5653964011864064,9,28
6,5653964041224224,11,32
6,5653964045418496,10,31
6,5653964072681472,9,28
6,5653964078972928,9,29
6,5653964347408384,9,30
6,5653964741804032,8,24
6,5653964775751712,10,30
6,5653964777324544,9,28
6,5653964777848832,10,31
6,5653964777881600,11,35
6,5653964783616000,9,29
6,5653964877987840,9,29
6,5653965421150208,10,34
6,5653998048780288,11,31
6,5653998134632448,12,36
6,5653998332297216,12,36
6,5653998333853696,10,30
6,5653998334386176,12,36
6,5653998335952896,12,36
6,5653998338048000,10,31
6,5653998363344928,11,31
6,5653998365310976,10,30
6,5653998365843456,12,36
6,5653998367547392,12,35
6,5653998398865408,11,33
6,5653998398865536,12,36
6,5653998400962592,12,35
6,5653998403059712,12,36
6,5653998403067904,13,39
6,5653998403076096,13,39
6,5653998403092480,13,40
6,5653998432419840,10,31
6,5653999137062912,10,31
6,5654101442560000,10,29
6,5654101480177664,11,33
6,5654101482276864,13,39
6,5654101484371968,11,34
6,5654135802298368,11,32
6,5654135838359552,14,42
6,5654135839916032,12,36
6,5654135840448512,14,42
6,5654135844110336,12,37
6,5654238565253120,10,30
6,5654238566940672,9,26
6,5654238566957056,10,29
6,5654238566973440,10,30
6,5654238567342080,10,30
6,5654238571003904,8,25
6,5654238583586816,8,25
6,5654238615044096,8,25
6,5654238617280512,10,30
6,5654238852022272,9,28
6,5654238881513472,9,27
6,5654238883479552,9,28
6,5654238889771008,9,29
6,5654238923325440,10,32
6,5654238952685568,9,29
6,5654238956879872,9,30
6,5654239221121024,9,30
6,5654239619710976,8,25
6,5654239661522944,9,30
6,5654239755894784,9,30
6,5654240299057152,10,35
6,5655887813427200,6,18
6,5655888887152640,6,19
6,5655888887185408,7,23
6,5655888887554048,7,23
6,5655888920576128,7,23
6,5656025269551104,8,24
6,5656025319489536,8,24
6,5656025352896576,8,24
6,5656026460192768,7,24
6,5656162708111360,8,23
6,5656162708127744,8,24
6,5656162708496384,8,24
6,5656162758434816,8,24
6,5656162791850016,8,24
6,5656163799015424,9,29
6,5656300499238912,9,28
6,5656437586018304,8,24
6,5656438173073408,7,24
6,5656438676389888,7,24
6,5656439313924096,8,29
6,5673754894155776,8,24
6,5699876885135360,6,18
6,5699876935442432,6,18
6,5699877942067712,6,18
6,5699877975621632,6,19
6,5699877975654400,7,23
6,5699878076293120,7,23
6,5699903745433600,7,23
6,5700040412627456,8,24
6,5702067318423680,6,18
6,5702067368755232,6,18
6,5702068408942720,7,23
6,5702068509605920,7,23
6,5702101682364416,8,24
6,5702101996929056,8,24
6,5702103271997440,7,24
6,5702617460113408,7,24
6,5702618164756480,7,24
6,5702618802290688,8,29
6,5708802213019648,7,24
6,5708802414346240,7,24
6,5708802917662720,7,24
6,5708803555196928,8,29
6,5743848768667648,7,24
6,5743848812707840,7,24
6,5743849817374720,7,24
6,5744398834991104,9,30
6,6192483864154688,8,20
6,6192483864174592,7,20
6,6192484115817472,7,20
6,6192621307303424,10,26
6,6192621621887488,9,26
6,6192724382324736,7,19
6,6192724382335488,7,19
6,6192724432654848,7,19
6,6192999260231680,7,20
6,6192999277007872,7,20
6,6193549016039552,6,16
6,6193549016040000,7,17
6,6193549016040544,8,19
6,6193549016041568,8,20
6,6193549016043648,7,18
6,6193549016047680,7,18
6,6193549016055936,7,19
6,6193549016072192,6,17
6,6193549032817760,8,20
6,6193549032833152,7,20
6,6193549066375296,7,19
6,6193549066379328,7,19
6,6193549066387488,7,19
6,6193549133484160,7,20
6,6193549133488192,7,20
6,6193549267698240,7,18
6,6193549267730432,6,18
6,6193550073036800,6,19
6,6193583361102848,8,21
6,6193583375782016,8,21
6,6193583375786048,8,21
6,6193583377880064,9,23
6,6193583377880128,10,25
6,6193583377880192,10,26
6,6193583377881152,10,26
6,6193583377891328,8,22
6,6193583379977248,10,25
6,6193583379996672,9,25
6,6193583384170496,8,22
6,6193583384190976,9,26
6,6193583392559168,8,21
6,6193583394657344,10,26
6,6193583396753408,8,22
6,6193583396754464,10,26
6,6193583396773888,9,26
6,6193583459668064,10,26
6,6193583627436608,8,21
6,6193583627468800,7,21
6,6193583627984896,9,26
6,6193583629534784,10,26
6,6193583629551616,9,26
6,6193583631639552,9,25
6,6193583631647232,9,25
6,6193583635833856,9,26
6,6193583660990528,8,22
6,6193583660991584,10,26
6,6193583661006848,8,23
6,6193583661006976,9,26
6,6193583694553152,9,25
6,6193583694561312,9,25
6,6193583761662016,9,26
6,6193583895887872,7,21
6,6193584969646080,8,26
6,6193686459193344,9,24
6,6193686459196416,9,24
6,6193686463386624,9,24
6,6193686475969536,9,24
6,6193686538883136,9,24
6,6193686710846976,9,24
6,6193686740206656,9,24
6,6193686773760576,9,24
6,6193686773792768,8,24
6,6193686840885248,8,24
6,6193687042211840,8,24
6,6193720818931712,10,27
6,6193720818942464,10,27
6,6193720823124992,10,27
6,6193720835707904,10,27
6,6193720869261824,10,27
6,6193720898621504,10,27
6,6193720902815744,10,28
6,6193720902836224,11,32
6,6193721133498944,10,27
6,6193721133531136,9,27
6,6193721134047232,11,32
6,6193721137693184,10,28
6,6193721137702912,11,32
6,6193721137709568,11,31
6,6193721141903872,11,32
6,6193721167052864,10,28
6,6193721167069184,10,29
6,6193721167069312,11,32
6,6193721200623616,9,27
6,6193823893947424,8,20
6,6193823893979136,7,20
6,6193823898141184,8,21
6,6193823898142240,10,25
6,6193823898145280,9,23
6,6193823898146816,9,24
6,6193823898150912,9,25
6,6193823898157568,9,24
6,6193823902341120,9,25
6,6193823902351872,9,25
6,6193823914924032,9,25
6,6193823944286208,7,20
6,6193823946381312,9,25
6,6193823946392064,9,25
6,6193823948476928,9,24
6,6193823952671232,9,25
6,6193823977836672,9,25
6,6193823977848864,9,25
6,6193824212713984,8,22
6,6193824212714112,9,25
6,6193824212715552,9,25
6,6193824212721664,8,23
6,6193824212746240,8,24
6,6193824279855104,8,25
6,6193824950911488,7,20
6,6193824984498176,8,25
6,6193825085136896,8,25
6,6193858255787008,10,26
6,6193858257883648,10,26
6,6193858259981824,12,31
6,6193858538913792,9,26
6,6193858543100928,11,31
6,6193858572460032,9,26
6,6193858574565888,11,31
6,6193858606022688,11,31
6,6193961416790016,9,25
6,6193961618113536,9,25
6,6193961685221376,9,26
6,6193961685237760,10,29
6,6193961685254144,10,30
6,6193995776528384,10,28
6,6193996044959744,10,29
6,6193996044976128,11,32
6,6193996044992512,11,33
6,6193996045508608,13,38
6,6194098771886080,7,21
6,6194098780247040,9,25
6,6194098780248064,9,26
6,6194098788646912,7,21
6,6194098792829952,9,25
6,6194098792830976,9,26
6,6194098797024256,9,26
6,6194098826383872,9,25
6,6194098855743488,8,23
6,6194098889297920,7,21
6,6194099057082368,8,24
6,6194099090653184,8,25
6,6194099157729280,7,22
6,6194099157745664,8,25
6,6194099157762048,8,26
6,6194099426181120,8,26
6,6194648578003072,7,20
6,6194648578007104,7,20
6,6194648645111872,7,20
6,6194649584664576,6,20
6,6194683143267328,9,26
6,6194683206180928,9,26
6,6194683206189088,9,26
6,6194923405575200,8,21
6,6194923405606912,7,21
6,6194923422367744,7,21
6,6194923426550784,9,25
6,6194923426551808,9,26
6,6194923430745088,9,26
6,6194923455913984,7,21
6,6194923458009088,9,26
6,6194923489464320,8,23
6,6194923489464448,9,26
6,6194923489476640,9,26
6,6194923523018752,7,21
6,6194923690803200,8,24
6,6194923724343328,9,26
6,6194923724349440,8,24
6,6194923724374016,8,25
6,6194923791450112,7,22
6,6194923791466496,8,25
6,6194923791482880,8,26
6,6194924059901952,8,26
6,6194924496093184,7,22
6,6194924496125952,8,26
6,6194924596764672,8,26
6,6194957767414784,10,27
6,6194958050541568,9,27
6,6194958054728704,11,32
6,6194958084087808,9,27
6,6194958117650464,11,32
6,6195061196865536,10,30
6,6195095556603904,11,33
6,6195198602280960,8,26
6,6195198669373440,8,26
6,6196847601258528,7,19
6,6196847802581568,7,19
6,6196847802613760,6,19
6,6196848607895552,6,19
6,6196985044406784,9,25
6,6196985073766464,9,25
6,6196985308643904,9,25
6,6196985308676096,8,25
6,6196985375768576,8,25
6,6196985577095168,8,25
6,6197122512719904,9,25
6,6197122714075136,8,25
6,6197122747597344,9,25
6,6197122747604992,8,24
6,6197122814713856,8,25
6,6197123519356928,8,25
6,6197259951673344,9,26
6,6197260186550784,9,26
6,6197260220104704,9,27
6,6197260220121088,10,30
6,6197260220137472,10,31
6,6197397591965696,8,25
6,6197397625511936,8,25
6,6199046559514624,7,21
6,6199046565793792,7,21
6,6199046574178400,8,21
6,6199046693720128,9,26
6,6199046825836672,7,21
6,6199046827950080,8,24
6,6199046859391040,8,23
6,6199046892945504,9,25
6,6199046960054368,9,26
6,6199047094272064,7,21
6,6199047098482688,8,25
6,6199047098499072,8,26
6,6199047102676992,8,26
6,6199048168013952,8,26
6,6199080936017984,10,27
6,6199081187688448,9,27
6,6199081223340064,11,32
6,6199184013660224,10,27
6,6199184017330184,10,27
6,6199184017358848,9,27
6,6199184021536768,9,27
6,6199184034119680,9,27
6,6199184065576960,9,27
6,6199184067665920,9,27
6,6199184071856128,9,27
6,6199184101216256,10,29
6,6199184101216384,11,32
6,6199184134770688,9,27
6,6199184265330688,9,27
6,6199184268986368,9,27
6,6199184302555136,10,30
6,6199184302555144,11,32
6,6199184331899008,9,27
6,6199184333998144,11,32
6,6199184334012416,10,30
6,6199184336101376,10,30
6,6199184336125952,10,31
6,6199184340287488,9,28
6,6199184340303872,10,31
6,6199184340320256,10,32
6,6199184365453376,10,29
6,6199184399007808,9,27
6,6199184403202048,9,28
6,6199184403218432,10,31
6,6199184403234816,10,32
6,6199184407412736,10,32
6,6199184600334400,9,27
6,6199184604528640,9,28
6,6199184604545024,10,31
6,6199184604561408,10,32
6,6199184608739328,10,32
6,6199184671653888,10,32
6,6199218662293504,11,33
6,6199218693750784,11,33
6,6199218695839744,11,33
6,6199321454198784,9,26
6,6199321456287744,9,26
6,6199321460477952,9,26
6,6199321473060864,9,26
6,6199321504518144,9,26
6,6199321540169760,11,31
6,6199321741492224,9,27
6,6199321741508608,10,30
6,6199321741524992,10,31
6,6199321745702912,10,31
6,6199321770852384,9,26
6,6199321772949504,9,27
6,6199321772965888,10,30
