k,n,modulus,residue,count_including_holes,degree,support_size,holes
6,2,5,1,4,7,4,4
6,2,5,2,0,7,4,4
6,2,5,3,0,7,4,4
6,2,5,4,0,7,4,4
6,3,2,0,11,18,8,11
6,3,2,1,8,18,8,11
6,3,3,0,11,18,8,11
6,3,3,1,8,18,8,11
6,3,3,2,0,18,8,11
6,3,4,0,11,18,8,11
6,3,4,1,8,18,8,11
6,3,4,2,0,18,8,11
6,3,4,3,0,18,8,11
6,3,5,0,11,18,8,11
6,3,5,1,8,18,8,11
6,3,5,2,0,18,8,11
6,3,5,3,0,18,8,11
6,3,5,4,0,18,8,11
6,4,2,0,24,39,16,24
6,4,2,1,16,39,16,24
6,4,3,0,24,39,16,24
6,4,3,1,16,39,16,24
6,4,3,2,0,39,16,24
6,4,4,0,24,39,16,24
6,4,4,1,16,39,16,24
6,4,4,2,0,39,16,24
6,4,4,3,0,39,16,24
6,4,5,0,24,39,16,24
6,4,5,1,16,39,16,24
6,4,5,2,0,39,16,24
6,4,5,3,0,39,16,24
6,4,5,4,0,39,16,24
6,5,2,0,49,80,32,49
6,5,2,1,32,80,32,49
6,5,3,0,49,80,32,49
6,5,3,1,32,80,32,49
6,5,3,2,0,80,32,49
6,5,4,0,49,80,32,49
6,5,4,1,32,80,32,49
6,5,4,2,0,80,32,49
6,5,4,3,0,80,32,49
6,5,5,0,49,80,32,49
6,5,5,1,32,80,32,49
6,5,5,2,0,80,32,49
6,5,5,3,0,80,32,49
6,5,5,4,0,80,32,49
6,6,2,0,98,161,64,98
6,6,2,1,64,161,64,98
6,6,3,0,98,161,64,98
6,6,3,1,64,161,64,98
6,6,3,2,0,161,64,98
6,6,4,0,98,161,64,98
6,6,4,1,64,161,64,98
6,6,4,2,0,161,64,98
6,6,4,3,0,161,64,98
6,6,5,0,98,161,64,98
6,6,5,1,64,161,64,98
6,6,5,2,0,161,64,98
6,6,5,3,0,161,64,98
6,6,5,4,0,161,64,98
6,7,2,0,197,322,127,196
6,7,2,1,126,322,127,196
6,7,3,0,196,322,127,196
6,7,3,1,126,322,127,196
6,7,3,2,1,322,127,196
6,7,4,0,196,322,127,196
6,7,4,1,126,322,127,196
6,7,4,2,1,322,127,196
6,7,4,3,0,322,127,196
6,7,5,0,196,322,127,196
6,7,5,1,126,322,127,196
6,7,5,2,1,322,127,196
6,7,5,3,0,322,127,196
6,7,5,4,0,322,127,196
6,8,2,0,396,643,252,392
6,8,2,1,248,643,252,392
6,8,3,0,392,643,252,392
6,8,3,1,248,643,252,392
6,8,3,2,4,643,252,392
6,8,4,0,392,643,252,392
6,8,4,1,248,643,252,392
6,8,4,2,4,643,252,392
6,8,4,3,0,643,252,392
6,8,5,0,392,643,252,392
6,8,5,1,248,643,252,392
6,8,5,2,4,643,252,392
6,8,5,3,0,643,252,392
6,8,5,4,0,643,252,392
6,9,2,0,792,1279,500,780
6,9,2,1,488,1279,500,780
6,9,3,0,780,1279,500,780
6,9,3,1,488,1279,500,780
6,9,3,2,12,1279,500,780
6,9,4,0,780,1279,500,780
6,9,4,1,488,1279,500,780
6,9,4,2,12,1279,500,780
6,9,4,3,0,1279,500,780
6,9,5,0,780,1279,500,780
6,9,5,1,488,1279,500,780
6,9,5,2,12,1279,500,780
6,9,5,3,0,1279,500,780
6,9,5,4,0,1279,500,780
6,10,2,0,1581,2540,992,1549
6,10,2,1,960,2540,992,1549
6,10,3,0,1549,2540,992,1549
6,10,3,1,960,2540,992,1549
6,10,3,2,32,2540,992,1549
6,10,4,0,1549,2540,992,1549
6,10,4,1,960,2540,992,1549
6,10,4,2,32,2540,992,1549
6,10,4,3,0,2540,992,1549
6,10,5,0,1549,2540,992,1549
6,10,5,1,960,2540,992,1549
6,10,5,2,32,2540,992,1549
6,10,5,3,0,2540,992,1549
6,10,5,4,0,2540,992,1549
6,11,2,0,3154,5041,1968,3074
6,11,2,1,1888,5041,1968,3074
6,11,3,0,3074,5041,1968,3074
6,11,3,1,1888,5041,1968,3074
6,11,3,2,80,5041,1968,3074
6,11,4,0,3074,5041,1968,3074
6,11,4,1,1888,5041,1968,3074
6,11,4,2,80,5041,1968,3074
6,11,4,3,0,5041,1968,3074
6,11,5,0,3074,5041,1968,3074
6,11,5,1,1888,5041,1968,3074
6,11,5,2,80,5041,1968,3074
6,11,5,3,0,5041,1968,3074
6,11,5,4,0,5041,1968,3074
6,12,2,0,6291,10002,3904,6099
6,12,2,1,3712,10002,3904,6099
6,12,3,0,6099,10002,3904,6099
6,12,3,1,3712,10002,3904,6099
6,12,3,2,192,10002,3904,6099
6,12,4,0,6099,10002,3904,6099
6,12,4,1,3712,10002,3904,6099
6,12,4,2,192,10002,3904,6099
6,12,4,3,0,10002,3904,6099
6,12,5,0,6099,10002,3904,6099
6,12,5,1,3712,10002,3904,6099
6,12,5,2,192,10002,3904,6099
6,12,5,3,0,10002,3904,6099
6,12,5,4,0,10002,3904,6099
6,13,2,0,12544,19843,7744,12100
6,13,2,1,7300,19843,7744,12100
6,13,3,0,12102,19843,7744,12100
6,13,3,1,7298,19843,7744,12100
6,13,3,2,444,19843,7744,12100
6,13,4,0,12100,19843,7744,12100
6,13,4,1,7298,19843,7744,12100
6,13,4,2,444,19843,7744,12100
6,13,4,3,2,19843,7744,12100
6,13,5,0,12100,19843,7744,12100
6,13,5,1,7298,19843,7744,12100
6,13,5,2,444,19843,7744,12100
6,13,5,3,2,19843,7744,12100
6,13,5,4,0,19843,7744,12100
6,14,2,0,25009,39364,15361,24004
6,14,2,1,14356,39364,15361,24004
6,14,3,0,24012,39364,15361,24004
6,14,3,1,14349,39364,15361,24004
6,14,3,2,1004,39364,15361,24004
6,14,4,0,24005,39364,15361,24004
6,14,4,1,14348,39364,15361,24004
6,14,4,2,1004,39364,15361,24004
6,14,4,3,8,39364,15361,24004
6,14,5,0,24004,39364,15361,24004
6,14,5,1,14348,39364,15361,24004
6,14,5,2,1004,39364,15361,24004
6,14,5,3,8,39364,15361,24004
6,14,5,4,1,39364,15361,24004
6,15,2,0,49854,78085,30470,47616
6,15,2,1,28232,78085,30470,47616
6,15,3,0,47640,78085,30470,47616
6,15,3,1,28214,78085,30470,47616
6,15,3,2,2232,78085,30470,47616
6,15,4,0,47622,78085,30470,47616
6,15,4,1,28208,78085,30470,47616
6,15,4,2,2232,78085,30470,47616
6,15,4,3,24,78085,30470,47616
6,15,5,0,47616,78085,30470,47616
6,15,5,1,28208,78085,30470,47616
6,15,5,2,2232,78085,30470,47616
6,15,5,3,24,78085,30470,47616
6,15,5,4,6,78085,30470,47616
6,16,2,0,99372,154891,60440,94452
6,16,2,1,55520,154891,60440,94452
6,16,3,0,94516,154891,60440,94452
6,16,3,1,55480,154891,60440,94452
6,16,3,2,4896,154891,60440,94452
6,16,4,0,94476,154891,60440,94452
6,16,4,1,55456,154891,60440,94452
6,16,4,2,4896,154891,60440,94452
6,16,4,3,64,154891,60440,94452
6,16,5,0,94452,154891,60440,94452
6,16,5,1,55456,154891,60440,94452
6,16,5,2,4896,154891,60440,94452
6,16,5,3,64,154891,60440,94452
6,16,5,4,24,154891,60440,94452
7,0,2,0,0,0,1,0
7,0,2,1,1,0,1,0
7,0,3,0,0,0,1,0
7,0,3,1,1,0,1,0
7,0,3,2,0,0,1,0
7,0,4,0,0,0,1,0
7,0,4,1,1,0,1,0
7,0,4,2,0,0,1,0
7,0,4,3,0,0,1,0
7,0,5,0,0,0,1,0
7,0,5,1,1,0,1,0
7,0,5,2,0,0,1,0
7,0,5,3,0,0,1,0
7,0,5,4,0,0,1,0
7,1,2,0,0,1,2,0
7,1,2,1,2,1,2,0
7,1,3,0,0,1,2,0
7,1,3,1,2,1,2,0
7,1,3,2,0,1,2,0
7,1,4,0,0,1,2,0
7,1,4,1,2,1,2,0
7,1,4,2,0,1,2,0
7,1,4,3,0,1,2,0
7,1,5,0,0,1,2,0
7,1,5,1,2,1,2,0
7,1,5,2,0,1,2,0
7,1,5,3,0,1,2,0
7,1,5,4,0,1,2,0
7,2,2,0,5,8,4,5
7,2,2,1,4,8,4,5
7,2,3,0,5,8,4,5
7,2,3,1,4,8,4,5
7,2,3,2,0,8,4,5
7,2,4,0,5,8,4,5
7,2,4,1,4,8,4,5
7,2,4,2,0,8,4,5
7,2,4,3,0,8,4,5
7,2,5,0,5,8,4,5
7,2,5,1,4,8,4,5
7,2,5,2,0,8,4,5
7,2,5,3,0,8,4,5
7,2,5,4,0,8,4,5
7,3,2,0,14,21,8,14
7,3,2,1,8,21,8,14
7,3,3,0,14,21,8,14
7,3,3,1,8,21,8,14
7,3,3,2,0,21,8,14
7,3,4,0,14,21,8,14
7,3,4,1,8,21,8,14
7,3,4,2,0,21,8,14
7,3,4,3,0,21,8,14
7,3,5,0,14,21,8,14
7,3,5,1,8,21,8,14
7,3,5,2,0,21,8,14
7,3,5,3,0,21,8,14
7,3,5,4,0,21,8,14
7,4,2,0,31,46,16,31
7,4,2,1,16,46,16,31
7,4,3,0,31,46,16,31
7,4,3,1,16,46,16,31
7,4,3,2,0,46,16,31
7,4,4,0,31,46,16,31
7,4,4,1,16,46,16,31
7,4,4,2,0,46,16,31
7,4,4,3,0,46,16,31
7,4,5,0,31,46,16,31
7,4,5,1,16,46,16,31
7,4,5,2,0,46,16,31
7,4,5,3,0,46,16,31
7,4,5,4,0,46,16,31
7,5,2,0,64,95,32,64
7,5,2,1,32,95,32,64
7,5,3,0,64,95,32,64
7,5,3,1,32,95,32,64
7,5,3,2,0,95,32,64
7,5,4,0,64,95,32,64
7,5,4,1,32,95,32,64
7,5,4,2,0,95,32,64
7,5,4,3,0,95,32,64
7,5,5,0,64,95,32,64
7,5,5,1,32,95,32,64
7,5,5,2,0,95,32,64
7,5,5,3,0,95,32,64
7,5,5,4,0,95,32,64
7,6,2,0,129,192,64,129
7,6,2,1,64,192,64,129
7,6,3,0,129,192,64,129
7,6,3,1,64,192,64,129
7,6,3,2,0,192,64,129
7,6,4,0,129,192,64,129
7,6,4,1,64,192,64,129
7,6,4,2,0,192,64,129
7,6,4,3,0,192,64,129
7,6,5,0,129,192,64,129
7,6,5,1,64,192,64,129
7,6,5,2,0,192,64,129
7,6,5,3,0,192,64,129
7,6,5,4,0,192,64,129
7,7,2,0,258,385,128,258
7,7,2,1,128,385,128,258
7,7,3,0,258,385,128,258
7,7,3,1,128,385,128,258
7,7,3,2,0,385,128,258
7,7,4,0,258,385,128,258
7,7,4,1,128,385,128,258
7,7,4,2,0,385,128,258
7,7,4,3,0,385,128,258
7,7,5,0,258,385,128,258
7,7,5,1,128,385,128,258
7,7,5,2,0,385,128,258
7,7,5,3,0,385,128,258
7,7,5,4,0,385,128,258
7,8,2,0,517,770,255,516
7,8,2,1,254,770,255,516
7,8,3,0,516,770,255,516
7,8,3,1,254,770,255,516
7,8,3,2,1,770,255,516
7,8,4,0,516,770,255,516
7,8,4,1,254,770,255,516
7,8,4,2,1,770,255,516
7,8,4,3,0,770,255,516
7,8,5,0,516,770,255,516
7,8,5,1,254,770,255,516
7,8,5,2,1,770,255,516
7,8,5,3,0,770,255,516
7,8,5,4,0,770,255,516
7,9,2,0,1036,1539,508,1032
7,9,2,1,504,1539,508,1032
7,9,3,0,1032,1539,508,1032
7,9,3,1,504,1539,508,1032
7,9,3,2,4,1539,508,1032
7,9,4,0,1032,1539,508,1032
7,9,4,1,504,1539,508,1032
7,9,4,2,4,1539,508,1032
7,9,4,3,0,1539,508,1032
7,9,5,0,1032,1539,508,1032
7,9,5,1,504,1539,508,1032
7,9,5,2,4,1539,508,1032
7,9,5,3,0,1539,508,1032
7,9,5,4,0,1539,508,1032
7,10,2,0,2071,3070,1012,2059
7,10,2,1,1000,3070,1012,2059
7,10,3,0,2059,3070,1012,2059
7,10,3,1,1000,3070,1012,2059
7,10,3,2,12,3070,1012,2059
7,10,4,0,2059,3070,1012,2059
7,10,4,1,1000,3070,1012,2059
7,10,4,2,12,3070,1012,2059
7,10,4,3,0,3070,1012,2059
7,10,5,0,2059,3070,1012,2059
7,10,5,1,1000,3070,1012,2059
7,10,5,2,12,3070,1012,2059
7,10,5,3,0,3070,1012,2059
7,10,5,4,0,3070,1012,2059
7,11,2,0,4136,6119,2016,4104
7,11,2,1,1984,6119,2016,4104
7,11,3,0,4104,6119,2016,4104
7,11,3,1,1984,6119,2016,4104
7,11,3,2,32,6119,2016,4104
7,11,4,0,4104,6119,2016,4104
7,11,4,1,1984,6119,2016,4104
7,11,4,2,32,6119,2016,4104
7,11,4,3,0,6119,2016,4104
7,11,5,0,4104,6119,2016,4104
7,11,5,1,1984,6119,2016,4104
7,11,5,2,32,6119,2016,4104
7,11,5,3,0,6119,2016,4104
7,11,5,4,0,6119,2016,4104
7,12,2,0,8257,12192,4016,8177
7,12,2,1,3936,12192,4016,8177
7,12,3,0,8177,12192,4016,8177
7,12,3,1,3936,12192,4016,8177
7,12,3,2,80,12192,4016,8177
7,12,4,0,8177,12192,4016,8177
7,12,4,1,3936,12192,4016,8177
7,12,4,2,80,12192,4016,8177
7,12,4,3,0,12192,4016,8177
7,12,5,0,8177,12192,4016,8177
7,12,5,1,3936,12192,4016,8177
7,12,5,2,80,12192,4016,8177
7,12,5,3,0,12192,4016,8177
7,12,5,4,0,12192,4016,8177
7,13,2,0,16482,24289,8000,16290
7,13,2,1,7808,24289,8000,16290
7,13,3,0,16290,24289,8000,16290
7,13,3,1,7808,24289,8000,16290
7,13,3,2,192,24289,8000,16290
7,13,4,0,16290,24289,8000,16290
7,13,4,1,7808,24289,8000,16290
7,13,4,2,192,24289,8000,16290
7,13,4,3,0,24289,8000,16290
7,13,5,0,16290,24289,8000,16290
7,13,5,1,7808,24289,8000,16290
7,13,5,2,192,24289,8000,16290
7,13,5,3,0,24289,8000,16290
7,13,5,4,0,24289,8000,16290
7,14,2,0,32899,48386,15936,32451
7,14,2,1,15488,48386,15936,32451
7,14,3,0,32451,48386,15936,32451
7,14,3,1,15488,48386,15936,32451
7,14,3,2,448,48386,15936,32451
7,14,4,0,32451,48386,15936,32451
7,14,4,1,15488,48386,15936,32451
7,14,4,2,448,48386,15936,32451
7,14,4,3,0,48386,15936,32451
7,14,5,0,32451,48386,15936,32451
7,14,5,1,15488,48386,15936,32451
7,14,5,2,448,48386,15936,32451
7,14,5,3,0,48386,15936,32451
7,14,5,4,0,48386,15936,32451
7,15,2,0,65664,96387,31744,64644
7,15,2,1,30724,96387,31744,64644
7,15,3,0,64646,96387,31744,64644
7,15,3,1,30722,96387,31744,64644
7,15,3,2,1020,96387,31744,64644
7,15,4,0,64644,96387,31744,64644
7,15,4,1,30722,96387,31744,64644
7,15,4,2,1020,96387,31744,64644
7,15,4,3,2,96387,31744,64644
7,15,5,0,64644,96387,31744,64644
7,15,5,1,30722,96387,31744,64644
7,15,5,2,1020,96387,31744,64644
7,15,5,3,2,96387,31744,64644
7,15,5,4,0,96387,31744,64644
7,16,2,0,131057,192004,63233,128772
7,16,2,1,60948,192004,63233,128772
7,16,3,0,128780,192004,63233,128772
7,16,3,1,60941,192004,63233,128772
7,16,3,2,2284,192004,63233,128772
7,16,4,0,128773,192004,63233,128772
7,16,4,1,60940,192004,63233,128772
7,16,4,2,2284,192004,63233,128772
7,16,4,3,8,192004,63233,128772
7,16,5,0,128772,192004,63233,128772
7,16,5,1,60940,192004,63233,128772
7,16,5,2,2284,192004,63233,128772
7,16,5,3,8,192004,63233,128772
7,16,5,4,1,192004,63233,128772
8,0,2,0,0,0,1,0
8,0,2,1,1,0,1,0
8,0,3,0,0,0,1,0
8,0,3,1,1,0,1,0
8,0,3,2,0,0,1,0
8,0,4,0,0,0,1,0
8,0,4,1,1,0,1,0
8,0,4,2,0,0,1,0
8,0,4,3,0,0,1,0
8,0,5,0,0,0,1,0
8,0,5,1,1,0,1,0
8,0,5,2,0,0,1,0
8,0,5,3,0,0,1,0
8,0,5,4,0,0,1,0
8,1,2,0,0,1,2,0
8,1,2,1,2,1,2,0
8,1,3,0,0,1,2,0
8,1,3,1,2,1,2,0
8,1,3,2,0,1,2,0
8,1,4,0,0,1,2,0
8,1,4,1,2,1,2,0
8,1,4,2,0,1,2,0
8,1,4,3,0,1,2,0
8,1,5,0,0,1,2,0
8,1,5,1,2,1,2,0
8,1,5,2,0,1,2,0
8,1,5,3,0,1,2,0
8,1,5,4,0,1,2,0
8,2,2,0,6,9,4,6
8,2,2,1,4,9,4,6
8,2,3,0,6,9,4,6
8,2,3,1,4,9,4,6
8,2,3,2,0,9,4,6
8,2,4,0,6,9,4,6
8,2,4,1,4,9,4,6
8,2,4,2,0,9,4,6
8,2,4,3,0,9,4,6
8,2,5,0,6,9,4,6
8,2,5,1,4,9,4,6
8,2,5,2,0,9,4,6
8,2,5,3,0,9,4,6
8,2,5,4,0,9,4,6
8,3,2,0,17,24,8,17
8,3,2,1,8,24,8,17
8,3,3,0,17,24,8,17
8,3,3,1,8,24,8,17
8,3,3,2,0,24,8,17
8,3,4,0,17,24,8,17
8,3,4,1,8,24,8,17
8,3,4,2,0,24,8,17
8,3,4,3,0,24,8,17
8,3,5,0,17,24,8,17
8,3,5,1,8,24,8,17
8,3,5,2,0,24,8,17
8,3,5,3,0,24,8,17
8,3,5,4,0,24,8,17
8,4,2,0,38,53,16,38
8,4,2,1,16,53,16,38
8,4,3,0,38,53,16,38
8,4,3,1,16,53,16,38
8,4,3,2,0,53,16,38
8,4,4,0,38,53,16,38
8,4,4,1,16,53,16,38
8,4,4,2,0,53,16,38
8,4,4,3,0,53,16,38
8,4,5,0,38,53,16,38
8,4,5,1,16,53,16,38
8,4,5,2,0,53,16,38
8,4,5,3,0,53,16,38
8,4,5,4,0,53,16,38
8,5,2,0,79,110,32,79
8,5,2,1,32,110,32,79
8,5,3,0,79,110,32,79
8,5,3,1,32,110,32,79
8,5,3,2,0,110,32,79
8,5,4,0,79,110,32,79
8,5,4,1,32,110,32,79
8,5,4,2,0,110,32,79
8,5,4,3,0,110,32,79
8,5,5,0,79,110,32,79
8,5,5,1,32,110,32,79
8,5,5,2,0,110,32,79
8,5,5,3,0,110,32,79
8,5,5,4,0,110,32,79
8,6,2,0,160,223,64,160
8,6,2,1,64,223,64,160
8,6,3,0,160,223,64,160
8,6,3,1,64,223,64,160
8,6,3,2,0,223,64,160
8,6,4,0,160,223,64,160
8,6,4,1,64,223,64,160
8,6,4,2,0,223,64,160
8,6,4,3,0,223,64,160
8,6,5,0,160,223,64,160
8,6,5,1,64,223,64,160
8,6,5,2,0,223,64,160
8,6,5,3,0,223,64,160
8,6,5,4,0,223,64,160
8,7,2,0,321,448,128,321
8,7,2,1,128,448,128,321
8,7,3,0,321,448,128,321
8,7,3,1,128,448,128,321
8,7,3,2,0,448,128,321
8,7,4,0,321,448,128,321
8,7,4,1,128,448,128,321
8,7,4,2,0,448,128,321
8,7,4,3,0,448,128,321
8,7,5,0,321,448,128,321
8,7,5,1,128,448,128,321
8,7,5,2,0,448,128,321
8,7,5,3,0,448,128,321
8,7,5,4,0,448,128,321
8,8,2,0,642,897,256,642
8,8,2,1,256,897,256,642
8,8,3,0,642,897,256,642
8,8,3,1,256,897,256,642
8,8,3,2,0,897,256,642
8,8,4,0,642,897,256,642
8,8,4,1,256,897,256,642
8,8,4,2,0,897,256,642
8,8,4,3,0,897,256,642
8,8,5,0,642,897,256,642
8,8,5,1,256,897,256,642
8,8,5,2,0,897,256,642
8,8,5,3,0,897,256,642
8,8,5,4,0,897,256,642
8,9,2,0,1285,1794,511,1284
8,9,2,1,510,1794,511,1284
8,9,3,0,1284,1794,511,1284
8,9,3,1,510,1794,511,1284
8,9,3,2,1,1794,511,1284
8,9,4,0,1284,1794,511,1284
8,9,4,1,510,1794,511,1284
8,9,4,2,1,1794,511,1284
8,9,4,3,0,1794,511,1284
8,9,5,0,1284,1794,511,1284
8,9,5,1,510,1794,511,1284
8,9,5,2,1,1794,511,1284
8,9,5,3,0,1794,511,1284
8,9,5,4,0,1794,511,1284
8,10,2,0,2572,3587,1020,2568
8,10,2,1,1016,3587,1020,2568
8,10,3,0,2568,3587,1020,2568
8,10,3,1,1016,3587,1020,2568
8,10,3,2,4,3587,1020,2568
8,10,4,0,2568,3587,1020,2568
8,10,4,1,1016,3587,1020,2568
8,10,4,2,4,3587,1020,2568
8,10,4,3,0,3587,1020,2568
8,10,5,0,2568,3587,1020,2568
8,10,5,1,1016,3587,1020,2568
8,10,5,2,4,3587,1020,2568
8,10,5,3,0,3587,1020,2568
8,10,5,4,0,3587,1020,2568
8,11,2,0,5142,7165,2036,5130
8,11,2,1,2024,7165,2036,5130
8,11,3,0,5130,7165,2036,5130
8,11,3,1,2024,7165,2036,5130
8,11,3,2,12,7165,2036,5130
8,11,4,0,5130,7165,2036,5130
8,11,4,1,2024,7165,2036,5130
8,11,4,2,12,7165,2036,5130
8,11,4,3,0,7165,2036,5130
8,11,5,0,5130,7165,2036,5130
8,11,5,1,2024,7165,2036,5130
8,11,5,2,12,7165,2036,5130
8,11,5,3,0,7165,2036,5130
8,11,5,4,0,7165,2036,5130
8,12,2,0,10275,14306,4064,10243
8,12,2,1,4032,14306,4064,10243
8,12,3,0,10243,14306,4064,10243
8,12,3,1,4032,14306,4064,10243
8,12,3,2,32,14306,4064,10243
8,12,4,0,10243,14306,4064,10243
8,12,4,1,4032,14306,4064,10243
8,12,4,2,32,14306,4064,10243
8,12,4,3,0,14306,4064,10243
8,12,5,0,10243,14306,4064,10243
8,12,5,1,4032,14306,4064,10243
8,12,5,2,32,14306,4064,10243
8,12,5,3,0,14306,4064,10243
8,12,5,4,0,14306,4064,10243
8,13,2,0,20528,28559,8112,20448
8,13,2,1,8032,28559,8112,20448
8,13,3,0,20448,28559,8112,20448
8,13,3,1,8032,28559,8112,20448
8,13,3,2,80,28559,8112,20448
8,13,4,0,20448,28559,8112,20448
8,13,4,1,8032,28559,8112,20448
8,13,4,2,80,28559,8112,20448
8,13,4,3,0,28559,8112,20448
8,13,5,0,20448,28559,8112,20448
8,13,5,1,8032,28559,8112,20448
8,13,5,2,80,28559,8112,20448
8,13,5,3,0,28559,8112,20448
8,13,5,4,0,28559,8112,20448
8,14,2,0,41009,57008,16192,40817
8,14,2,1,16000,57008,16192,40817
8,14,3,0,40817,57008,16192,40817
8,14,3,1,16000,57008,16192,40817
8,14,3,2,192,57008,16192,40817
8,14,4,0,40817,57008,16192,40817
8,14,4,1,16000,57008,16192,40817
8,14,4,2,192,57008,16192,40817
8,14,4,3,0,57008,16192,40817
8,14,5,0,40817,57008,16192,40817
8,14,5,1,16000,57008,16192,40817
8,14,5,2,192,57008,16192,40817
8,14,5,3,0,57008,16192,40817
8,14,5,4,0,57008,16192,40817
8,15,2,0,81922,113793,32320,81474
8,15,2,1,31872,113793,32320,81474
8,15,3,0,81474,113793,32320,81474
8,15,3,1,31872,113793,32320,81474
8,15,3,2,448,113793,32320,81474
8,15,4,0,81474,113793,32320,81474
8,15,4,1,31872,113793,32320,81474
8,15,4,2,448,113793,32320,81474
8,15,4,3,0,113793,32320,81474
8,15,5,0,81474,113793,32320,81474
8,15,5,1,31872,113793,32320,81474
8,15,5,2,448,113793,32320,81474
8,15,5,3,0,113793,32320,81474
8,15,5,4,0,113793,32320,81474
8,16,2,0,163651,227138,64512,162627
8,16,2,1,63488,227138,64512,162627
8,16,3,0,162627,227138,64512,162627
8,16,3,1,63488,227138,64512,162627
8,16,3,2,1024,227138,64512,162627
8,16,4,0,162627,227138,64512,162627
8,16,4,1,63488,227138,64512,162627
8,16,4,2,1024,227138,64512,162627
8,16,4,3,0,227138,64512,162627
8,16,5,0,162627,227138,64512,162627
8,16,5,1,63488,227138,64512,162627
8,16,5,2,1024,227138,64512,162627
8,16,5,3,0,227138,64512,162627
8,16,5,4,0,227138,64512,162627
