N,G_N_empty_at_zero,nu_1_N
523,3705346855594118253554271520278013051304639509300498049262642688253220148477952,79228162514264337593543950336
524,33779053927646170061880368189887696656755180746472580531959972336498765649033243933663429904448635113800234726353382562831603,158456325028528675187087900672
525,7410693711188236507108543040556026102609279018600996098525285376506440296955904,79228162514264337593543950336
526,101337161782938510185641104569663089970265542239417741595879917009496296947099731800990289713345905341400704179060147688494809,158456325028528675187087900672
527,14821387422376473014217086081112052205218558037201992197050570753012880593911808,79228162514264337593543950336
528,304011485348815530556923313708989269910796626718253224787639751028488890841299195402970869140037716024202112537180443065484427,158456325028528675187087900672
529,29642774844752946028434172162224104410437116074403984394101141506025761187823616,158456325028528675187087900672
530,912034456046446591670769941126967809732389880154759674362919253085466672523897586208912607420113148072606337611541329196453281,316912650057057350374175801344
531,59285549689505892056868344324448208820874232148807968788202283012051522375647232,158456325028528675187087900672
532,2736103368139339775012309823380903429197169640464279023088757759256400017571692758626737822260339444217819012834623987589359843,316912650057057350374175801344
533,118571099379011784113736688648896417641748464297615937576404566024103044751294464,158456325028528675187087900672
534,8208310104418019325036929470142710287591508921392837069266273277769200052715078275880213466781018332653457038503871962768079529,316912650057057350374175801344
535,237142198758023568227473377297792835283496928595231875152809132048206089502588928,316912650057057350374175801344
536,24624930313254057975110788410428130862774526764178511207798819833307600158145234827640640400343054997960371115511615888304238587,633825300114114700748351602688
537,474284397516047136454946754595585670566993857190463750305618264096412179005177856,316912650057057350374175801344
538,73874790939762173925332365231284392588323580292535533623396459499922800474435704482921921201029164993881113346534847664912715761,633825300114114700748351602688
539,948568795032094272909893509191171341133987714380927500611236528192824358010355712,633825300114114700748351602688
540,221624372819286521775997095693853177764970740877606600870189378499768401423307113448765763603087494981643340039604542994738147283,1267650600228229401496703205376
541,1897137590064188545819787018382342682267975428761855001222473056385648716020711424,633825300114114700748351602688
542,664873118457859565327991287081559533294912222632819802610568135499305204269921340346297290809262484944930020118813628984214441849,1267650600228229401496703205376
543,3794275180128377091639574036764685364535950857523710002444946112771297432041422848,633825300114114700748351602688
544,1994619355373578695983973861244678599884736667898459407831704406497915612809764021038891872427787454834790060356440886952643325547,1267650600228229401496703205376
545,7588550360256754183279148073529370729071901715047420004889892225542594864082845696,1267650600228229401496703205376
546,5983858066120736087951921583734035799654210003695378223495113219493746838429292063116675617283362364504370181069322660857929976641,2535301200456458802993406410752
547,15177100720513508366558296147058741458143803430094840009779784451085189728165691392,1267650600228229401496703205376
548,17951574198362208263855764751202107398962630011086134670485339658481240515287876189350026851850087093513110543207967982573789929923,2535301200456458802993406410752
549,30354201441027016733116592294117482916287606860189680019559568902170379456331382784,1267650600228229401496703205376
550,53854722595086624791567294253606322196887890033258404011456018975443721545863628568050080555550261280539331629623903947721369789769,2535301200456458802993406410752
551,60708402882054033466233184588234965832575213720379360039119137804340758912662765568,2535301200456458802993406410752
552,161564167785259874374701882760818966590663670099775212034368056926331164637590885704150241666650783841617994888871711843164109369307,5070602400912917605986812821504
553,121416805764108066932466369176469931665150427440758720078238275608681517825325531136,2535301200456458802993406410752
554,484692503355779623124105648282456899771991010299325636103104170778993493912772657112450724999952351524853984666615135529492328107921,5070602400912917605986812821504
555,242833611528216133864932738352939863330300854881517440156476551217363035650651062272,2535301200456458802993406410752
556,1454077510067338869372316944847370699315973030897976908309312512336980481738317971337352174999857054574561953999845406588476984323763,5070602400912917605986812821504
557,485667223056432267729865476705879726660601709763034880312953102434726071301302124544,5070602400912917605986812821504
558,4362232530202016608116950834542112097947919092693930724927937537010941445214953914012056524999571163723685861999536219765430952971289,10141204801825835211973625643008
559,971334446112864535459730953411759453321203419526069760625906204869452142602604249088,5070602400912917605986812821504
560,13086697590606049824350852503626336293843757278081792174783812611032824335644861742036169574998713491171057585998608659296292858913867,10141204801825835211973625643008
561,1942668892225729070919461906823518906642406839052139521251812409738904285205208498176,10141204801825835211973625643008
562,39260092771818149473052557510879008881531271834245376524351437833098473006934585226108508724996140473513172757995825977888878576741601,20282409603651670423947251286016
563,3885337784451458141838923813647037813284813678104279042503624819477808570410416996352,10141204801825835211973625643008
564,117780278315454448419157672532637026644593815502736129573054313499295419020803755678325526174988421420539518273987477933666635730224803,20282409603651670423947251286016
565,7770675568902916283677847627294075626569627356208558085007249638955617140820833992704,10141204801825835211973625643008
566,353340834946363345257473017597911079933781446508208388719162940497886257062411267034976578524965264261618554821962433800999907190674409,20282409603651670423947251286016
567,15541351137805832567355695254588151253139254712417116170014499277911234281641667985408,20282409603651670423947251286016
568,1060022504839090035772419052793733239801344339524625166157488821493658771187233801104929735574895792784855664465887301402999721572023227,40564819207303340847894502572032
569,31082702275611665134711390509176302506278509424834232340028998555822468563283335970816,20282409603651670423947251286016
570,3180067514517270107317257158381199719404033018573875498472466464480976313561701403314789206724687378354566993397661904208999164716069681,40564819207303340847894502572032
571,62165404551223330269422781018352605012557018849668464680057997111644937126566671941632,20282409603651670423947251286016
572,9540202543551810321951771475143599158212099055721626495417399393442928940685104209944367620174062135063700980192985712626997494148209043,40564819207303340847894502572032
573,124330809102446660538845562036705210025114037699336929360115994223289874253133343883264,40564819207303340847894502572032
574,28620607630655430965855314425430797474636297167164879486252198180328786822055312629833102860522186405191102940578957137880992482444627129,81129638414606681695789005144064
575,248661618204893321077691124073410420050228075398673858720231988446579748506266687766528,40564819207303340847894502572032
576,85861822891966292897565943276292392423908891501494638458756594540986360466165937889499308581566559215573308821736871413642977447333881387,81129638414606681695789005144064
577,497323236409786642155382248146820840100456150797347717440463976893159497012533375533056,81129638414606681695789005144064
578,257585468675898878692697829828877177271726674504483915376269783622959081398497813668497925744699677646719926465210614240928932342001644161,162259276829213363391578010288128
579,994646472819573284310764496293641680200912301594695434880927953786318994025066751066112,81129638414606681695789005144064
580,772756406027696636078093489486631531815180023513451746128809350868877244195493441005493777234099032940159779395631842722786797026004932483,162259276829213363391578010288128
581,1989292945639146568621528992587283360401824603189390869761855907572637988050133502132224,81129638414606681695789005144064
582,2318269218083089908234280468459894595445540070540355238386428052606631732586480323016481331702297098820479338186895528168360391078014797449,162259276829213363391578010288128
583,3978585891278293137243057985174566720803649206378781739523711815145275976100267004264448,162259276829213363391578010288128
584,6954807654249269724702841405379683786336620211621065715159284157819895197759440969049443995106891296461438014560686584505081173234044392347,324518553658426726783156020576256
585,7957171782556586274486115970349133441607298412757563479047423630290551952200534008528896,162259276829213363391578010288128
586,20864422962747809174108524216139051359009860634863197145477852473459685593278322907148331985320673889384314043682059753515243519702133177041,324518553658426726783156020576256
587,15914343565113172548972231940698266883214596825515126958094847260581103904401068017057792,162259276829213363391578010288128
588,62593268888243427522325572648417154077029581904589591436433557420379056779834968721444995955962021668152942131046179260545730559106399531123,324518553658426726783156020576256
589,31828687130226345097944463881396533766429193651030253916189694521162207808802136034115584,324518553658426726783156020576256
590,187779806664730282566976717945251462231088745713768774309300672261137170339504906164334987867886065004458826393138537781637191677319198593369,649037107316853453566312041152512
591,63657374260452690195888927762793067532858387302060507832379389042324415617604272068231168,324518553658426726783156020576256
592,563339419994190847700930153835754386693266237141306322927902016783411511018514718493004963603658195013376479179415613344911575031957595780107,649037107316853453566312041152512
593,127314748520905380391777855525586135065716774604121015664758778084648831235208544136462336,324518553658426726783156020576256
594,1690018259982572543102790461507263160079798711423918968783706050350234533055544155479014890810974585040129437538246840034734725095872787340321,649037107316853453566312041152512
595,254629497041810760783555711051172270131433549208242031329517556169297662470417088272924672,649037107316853453566312041152512
596,5070054779947717629308371384521789480239396134271756906351118151050703599166632466437044672432923755120388312614740520104204175287618362020963,1298074214633706907132624082305024
597,509258994083621521567111422102344540262867098416484062659035112338595324940834176545849344,649037107316853453566312041152512
598,15210164339843152887925114153565368440718188402815270719053354453152110797499897399311134017298771265361164937844221560312612525862855086062889,1298074214633706907132624082305024
599,1018517988167243043134222844204689080525734196832968125318070224677190649881668353091698688,1298074214633706907132624082305024
600,45630493019529458663775342460696105322154565208445812157160063359456332392499692197933402051896313796083494813532664680937837577588565258188667,2596148429267413814265248164610048
601,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397376,1298074214633706907132624082305024
602,136891479058588375991326027382088315966463695625337436471480190078368997177499076593800206155688941388250484440597994042813512732765695774566001,2596148429267413814265248164610048
603,4074071952668972172536891376818756322102936787331872501272280898708762599526673412366794752,1298074214633706907132624082305024
604,410674437175765127973978082146264947899391086876012309414440570235106991532497229781400618467066824164751453321793982128440538198297087323698003,2596148429267413814265248164610048
605,8148143905337944345073782753637512644205873574663745002544561797417525199053346824733589504,2596148429267413814265248164610048
606,1232023311527295383921934246438794843698173260628036928243321710705320974597491689344201855401200472494254359965381946385321614594891261971094009,5192296858534827628530496329220096
607,16296287810675888690147565507275025288411747149327490005089123594835050398106693649467179008,2596148429267413814265248164610048
608,3696069934581886151765802739316384531094519781884110784729965132115962923792475068032605566203601417482763079896145839155964843784673785913282027,5192296858534827628530496329220096
609,32592575621351777380295131014550050576823494298654980010178247189670100796213387298934358016,2596148429267413814265248164610048
610,11088209803745658455297408217949153593283559345652332354189895396347888771377425204097816698610804252448289239688437517467894531354021357739846081,5192296858534827628530496329220096
611,65185151242703554760590262029100101153646988597309960020356494379340201592426774597868716032,5192296858534827628530496329220096
612,33264629411236975365892224653847460779850678036956997062569686189043666314132275612293450095832412757344867719065312552403683594062064073219538243,10384593717069655257060992658440192
613,130370302485407109521180524058200202307293977194619920040712988758680403184853549195737432064,5192296858534827628530496329220096
614,99793888233710926097676673961542382339552034110870991187709058567130998942396826836880350287497238272034603157195937657211050782186192219658614729,10384593717069655257060992658440192
615,260740604970814219042361048116400404614587954389239840081425977517360806369707098391474864128,10384593717069655257060992658440192
616,299381664701132778293030021884627147018656102332612973563127175701392996827190480510641050862491714816103809471587812971633152346558576658975844187,20769187434139310514121985316880384
617,521481209941628438084722096232800809229175908778479680162851955034721612739414196782949728256,10384593717069655257060992658440192
618,898144994103398334879090065653881441055968306997838920689381527104178990481571441531923152587475144448311428414763438914899457039675729976927532561,20769187434139310514121985316880384
619,1042962419883256876169444192465601618458351817556959360325703910069443225478828393565899456512,10384593717069655257060992658440192
620,2694434982310195004637270196961644323167904920993516762068144581312536971444714324595769457762425433344934285244290316744698371119027189930782597683,20769187434139310514121985316880384
621,2085924839766513752338888384931203236916703635113918720651407820138886450957656787131798913024,20769187434139310514121985316880384
622,8083304946930585013911810590884932969503714762980550286204433743937610914334142973787308373287276300034802855732870950234095113357081569792347793049,41538374868278621028243970633760768
623,4171849679533027504677776769862406473833407270227837441302815640277772901915313574263597826048,20769187434139310514121985316880384
624,24249914840791755041735431772654798908511144288941650858613301231812832743002428921361925119861828900104408567198612850702285340071244709377043379147,41538374868278621028243970633760768
625,8343699359066055009355553539724812947666814540455674882605631280555545803830627148527195652096,20769187434139310514121985316880384
626,72749744522375265125206295317964396725533432866824952575839903695438498229007286764085775359585486700313225701595838552106856020213734128131130137441,41538374868278621028243970633760768
627,16687398718132110018711107079449625895333629080911349765211262561111091607661254297054391304192,41538374868278621028243970633760768
628,218249233567125795375618885953893190176600298600474857727519711086315494687021860292257326078756460100939677104787515656320568060641202384393390412323,83076749736557242056487941267521536
629,33374797436264220037422214158899251790667258161822699530422525122222183215322508594108782608384,41538374868278621028243970633760768
630,654747700701377386126856657861679570529800895801424573182559133258946484061065580876771978236269380302819031314362546968961704181923607153180171236969,83076749736557242056487941267521536
631,66749594872528440074844428317798503581334516323645399060845050244444366430645017188217565216768,41538374868278621028243970633760768
632,1964243102104132158380569973585038711589402687404273719547677399776839452183196742630315934708808140908457093943087640906885112545770821459540513710907,83076749736557242056487941267521536
633,133499189745056880149688856635597007162669032647290798121690100488888732861290034376435130433536,83076749736557242056487941267521536
634,5892729306312396475141709920755116134768208062212821158643032199330518356549590227890947804126424422725371281829262922720655337637312464378621541132721,166153499473114484112975882535043072
635,266998379490113760299377713271194014325338065294581596243380200977777465722580068752870260867072,83076749736557242056487941267521536
636,17678187918937189425425129762265348404304624186638463475929096597991555069648770683672843412379273268176113845487788768161966012911937393135864623398163,166153499473114484112975882535043072
637,533996758980227520598755426542388028650676130589163192486760401955554931445160137505740521734144,166153499473114484112975882535043072
638,53034563756811568276275389286796045212913872559915390427787289793974665208946312051018530237137819804528341536463366304485898038735812179407593870194489,332306998946228968225951765070086144
639,1067993517960455041197510853084776057301352261178326384973520803911109862890320275011481043468288,166153499473114484112975882535043072
640,159103691270434704828826167860388135638741617679746171283361869381923995626838936153055590711413459413585024609390098913457694116207436538222781610583467,332306998946228968225951765070086144
641,2135987035920910082395021706169552114602704522356652769947041607822219725780640550022962086936576,166153499473114484112975882535043072
642,477311073811304114486478503581164406916224853039238513850085608145771986880516808459166772134240378240755073828170296740373082348622309614668344831750401,332306998946228968225951765070086144
643,4271974071841820164790043412339104229205409044713305539894083215644439451561281100045924173873152,332306998946228968225951765070086144
644,1431933221433912343459435510743493220748674559117715541550256824437315960641550425377500316402721134722265221484510890221119247045866928844005034495251203,664613997892457936451903530140172288
645,8543948143683640329580086824678208458410818089426611079788166431288878903122562200091848347746304,332306998946228968225951765070086144
646,4295799664301737030378306532230479662246023677353146624650770473311947881924651276132500949208163404166795664453532670663357741137600786532015103485753609,664613997892457936451903530140172288
647,17087896287367280659160173649356416916821636178853222159576332862577757806245124400183696695492608,332306998946228968225951765070086144
648,12887398992905211091134919596691438986738071032059439873952311419935843645773953828397502847624490212500386993360598011990073223412802359596045310457260827,664613997892457936451903530140172288
649,34175792574734561318320347298712833833643272357706444319152665725155515612490248800367393390985216,664613997892457936451903530140172288
650,38662196978715633273404758790074316960214213096178319621856934259807530937321861485192508542873470637501160980081794035970219670238407078788135931371782481,1329227995784915872903807060280344576
651,68351585149469122636640694597425667667286544715412888638305331450311031224980497600734786781970432,664613997892457936451903530140172288
652,115986590936146899820214276370222950880642639288534958865570802779422592811965584455577525628620411912503482940245382107910659010715221236364407794115347443,1329227995784915872903807060280344576
653,136703170298938245273281389194851335334573089430825777276610662900622062449960995201469573563940864,1329227995784915872903807060280344576
654,347959772808440699460642829110668852641927917865604876596712408338267778435896753366732576885861235737510448820736146323731977032145663709093223382346042329,2658455991569831745807614120560689152
655,273406340597876490546562778389702670669146178861651554553221325801244124899921990402939147127881728,1329227995784915872903807060280344576
656,1043879318425322098381928487332006557925783753596814629790137225014803335307690260100197730657583707212531346462208438971195931096436991127279670147038126987,2658455991569831745807614120560689152
657,546812681195752981093125556779405341338292357723303109106442651602488249799843980805878294255763456,1329227995784915872903807060280344576
658,3131637955275966295145785461996019673777351260790443889370411675044410005923070780300593191972751121637594039386625316913587793289310973381839010441114380961,2658455991569831745807614120560689152
659,1093625362391505962186251113558810682676584715446606218212885303204976499599687961611756588511526912,2658455991569831745807614120560689152
660,9394913865827898885437356385988059021332053782371331668111235025133230017769212340901779575918253364912782118159875950740763379867932920145517031323343142883,5316911983139663491615228241121378304
661,2187250724783011924372502227117621365353169430893212436425770606409952999199375923223513177023053824,2658455991569831745807614120560689152
662,28184741597483696656312069157964177063996161347113995004333705075399690053307637022705338727754760094738346354479627852222290139603798760436551093970029428649,5316911983139663491615228241121378304
663,4374501449566023848745004454235242730706338861786424872851541212819905998398751846447026354046107648,2658455991569831745807614120560689152
664,84554224792451089968936207473892531191988484041341985013001115226199070159922911068116016183264280284215039063438883556666870418811396281309653281910088285947,5316911983139663491615228241121378304
665,8749002899132047697490008908470485461412677723572849745703082425639811996797503692894052708092215296,5316911983139663491615228241121378304
666,253662674377353269906808622421677593575965452124025955039003345678597210479768733204348048549792840852645117190316650670000611256434188843928959845730264857841,10633823966279326983230456482242756608
667,17498005798264095394980017816940970922825355447145699491406164851279623993595007385788105416184430592,5316911983139663491615228241121378304
668,760988023132059809720425867265032780727896356372077865117010037035791631439306199613044145649378522557935351570949952010001833769302566531786879537190794573523,10633823966279326983230456482242756608
669,34996011596528190789960035633881941845650710894291398982812329702559247987190014771576210832368861184,10633823966279326983230456482242756608
670,2282964069396179429161277601795098342183689069116233595351030111107374894317918598839132436948135567673806054712849856030005501307907699595360638611572383720569,21267647932558653966460912964485513216
671,69992023193056381579920071267763883691301421788582797965624659405118495974380029543152421664737722368,10633823966279326983230456482242756608
672,6848892208188538287483832805385295026551067207348700786053090333322124682953755796517397310844406703021418164138549568090016503923723098786081915834717151161707,21267647932558653966460912964485513216
673,139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736,10633823966279326983230456482242756608
674,20546676624565614862451498416155885079653201622046102358159270999966374048861267389552191932533220109064254492415648704270049511771169296358245747504151453485121,21267647932558653966460912964485513216
675,279968092772225526319680285071055534765205687154331191862498637620473983897520118172609686658950889472,21267647932558653966460912964485513216
676,61640029873696844587354495248467655238959604866138307074477812999899122146583802168656575797599660327192763477246946112810148535313507889074737242512454360455363,42535295865117307932921825928971026432
677,559936185544451052639360570142111069530411374308662383724997275240947967795040236345219373317901778944,21267647932558653966460912964485513216
678,184920089621090533762063485745402965716878814598414921223433438999697366439751406505969727392798980981578290431740838338430445605940523667224211727537363081366089,42535295865117307932921825928971026432
679,1119872371088902105278721140284222139060822748617324767449994550481895935590080472690438746635803557888,21267647932558653966460912964485513216
680,554760268863271601286190457236208897150636443795244763670300316999092099319254219517909182178396942944734871295222515015291336817821571001672635182612089244098267,42535295865117307932921825928971026432
681,2239744742177804210557442280568444278121645497234649534899989100963791871180160945380877493271607115776,42535295865117307932921825928971026432
682,1664280806589814803858571371708626691451909331385734291010900950997276297957762658553727546535190828834204613885667545045874010453464713005017905547836267732294801,85070591730234615865843651857942052864
683,4479489484355608421114884561136888556243290994469299069799978201927583742360321890761754986543214231552,42535295865117307932921825928971026432
684,4992842419769444411575714115125880074355727994157202873032702852991828893873287975661182639605572486502613841657002635137622031360394139015053716643508803196884403,85070591730234615865843651857942052864
685,8958978968711216842229769122273777112486581988938598139599956403855167484720643781523509973086428463104,42535295865117307932921825928971026432
686,14978527259308333234727142345377640223067183982471608619098108558975486681619863926983547918816717459507841524971007905412866094081182417045161149930526409590653209,85070591730234615865843651857942052864
687,17917957937422433684459538244547554224973163977877196279199912807710334969441287563047019946172856926208,85070591730234615865843651857942052864
688,44935581777924999704181427036132920669201551947414825857294325676926460044859591780950643756450152378523524574913023716238598282243547251135483449791579228771959627,170141183460469231731687303715884105728
689,35835915874844867368919076489095108449946327955754392558399825615420669938882575126094039892345713852416,85070591730234615865843651857942052864
690,134806745333774999112544281108398762007604655842244477571882977030779380134578775342851931269350457135570573724739071148715794846730641753406450349374737686315878881,170141183460469231731687303715884105728
691,71671831749689734737838152978190216899892655911508785116799651230841339877765150252188079784691427704832,170141183460469231731687303715884105728
692,404420236001324997337632843325196286022813967526733432715648931092338140403736326028555793808051371406711721174217213446147384540191925260219351048124213058947636643,340282366920938463463374607431768211456
693,143343663499379469475676305956380433799785311823017570233599302461682679755530300504376159569382855409664,170141183460469231731687303715884105728
694,1213260708003974992012898529975588858068441902580200298146946793277014421211208978085667381424154114220135163522651640338442153620575775780658053144372639176842909929,340282366920938463463374607431768211456
695,286687326998758938951352611912760867599570623646035140467198604923365359511060601008752319138765710819328,170141183460469231731687303715884105728
696,3639782124011924976038695589926766574205325707740600894440840379831043263633626934257002144272462342660405490567954921015326460861727327341974159433117917530528729787,340282366920938463463374607431768211456
697,573374653997517877902705223825521735199141247292070280934397209846730719022121202017504638277531421638656,340282366920938463463374607431768211456
698,10919346372035774928116086769780299722615977123221802683322521139493129790900880802771006432817387027981216471703864763045979382585181982025922478299353752591586189361,680564733841876926926749214863536422912
699,1146749307995035755805410447651043470398282494584140561868794419693461438044242404035009276555062843277312,340282366920938463463374607431768211456
700,32758039116107324784348260309340899167847931369665408049967563418479389372702642408313019298452161083943649415111594289137938147755545946077767434898061257774758568083,680564733841876926926749214863536422912
701,2293498615990071511610820895302086940796564989168281123737588839386922876088484808070018553110125686554624,340282366920938463463374607431768211456
702,98274117348321974353044780928022697503543794108996224149902690255438168118107927224939057895356483251830948245334782867413814443266637838233302304694183773324275704249,680564733841876926926749214863536422912
703,4586997231980143023221641790604173881593129978336562247475177678773845752176969616140037106220251373109248,680564733841876926926749214863536422912
704,294822352044965923059134342784068092510631382326988672449708070766314504354323781674817173686069449755492844736004348602241443329799913514699906914082551319972827112747,1361129467683753853853498429727072845824
705,9173994463960286046443283581208347763186259956673124494950355357547691504353939232280074212440502746218496,680564733841876926926749214863536422912
706,884467056134897769177403028352204277531894146980966017349124212298943513062971345024451521058208349266478534208013045806724329989399740544099720742247653959918481338241,1361129467683753853853498429727072845824
707,18347988927920572092886567162416695526372519913346248989900710715095383008707878464560148424881005492436992,1361129467683753853853498429727072845824
708,2653401168404693307532209085056612832595682440942898052047372636896830539188914035073354563174625047799435602624039137420172989968199221632299162226742961879755444014723,2722258935367507707706996859454145691648
709,36695977855841144185773134324833391052745039826692497979801421430190766017415756929120296849762010984873984,1361129467683753853853498429727072845824
710,7960203505214079922596627255169838497787047322828694156142117910690491617566742105220063689523875143398306807872117412260518969904597664896897486680228885639266332044169,2722258935367507707706996859454145691648
711,73391955711682288371546268649666782105490079653384995959602842860381532034831513858240593699524021969747968,1361129467683753853853498429727072845824
712,23880610515642239767789881765509515493361141968486082468426353732071474852700226315660191068571625430194920423616352236781556909713792994690692460040686656917798996132507,2722258935367507707706996859454145691648
713,146783911423364576743092537299333564210980159306769991919205685720763064069663027716481187399048043939495936,2722258935367507707706996859454145691648
714,71641831546926719303369645296528546480083425905458247405279061196214424558100678946980573205714876290584761270849056710344670729141378984072077380122059970753396988397521,5444517870735015415413993718908291383296
715,293567822846729153486185074598667128421960318613539983838411371441526128139326055432962374798096087878991872,2722258935367507707706996859454145691648
716,214925494640780157910108935889585639440250277716374742215837183588643273674302036840941719617144628871754283812547170131034012187424136952216232140366179912260190965192563,5444517870735015415413993718908291383296
717,587135645693458306972370149197334256843920637227079967676822742883052256278652110865924749596192175757983744,2722258935367507707706996859454145691648
718,644776483922340473730326807668756918320750833149124226647511550765929821022906110522825158851433886615262851437641510393102036562272410856648696421098539736780572895577689,5444517870735015415413993718908291383296
719,1174271291386916613944740298394668513687841274454159935353645485766104512557304221731849499192384351515967488,5444517870735015415413993718908291383296
720,1934329451767021421190980423006270754962252499447372679942534652297789463068718331568475476554301659845788554312924531179306109686817232569946089263295619210341718686733067,10889035741470030830827987437816582766592
721,2348542582773833227889480596789337027375682548908319870707290971532209025114608443463698998384768703031934976,5444517870735015415413993718908291383296
722,5802988355301064263572941269018812264886757498342118039827603956893368389206154994705426429662904979537365662938773593537918329060451697709838267789886857631025156060199201,10889035741470030830827987437816582766592
723,4697085165547666455778961193578674054751365097816639741414581943064418050229216886927397996769537406063869952,5444517870735015415413993718908291383296
724,17408965065903192790718823807056436794660272495026354119482811870680105167618464984116279288988714938612096988816320780613754987181355093129514803369660572893075468180597603,10889035741470030830827987437816582766592
725,9394170331095332911557922387157348109502730195633279482829163886128836100458433773854795993539074812127739904,10889035741470030830827987437816582766592
726,52226895197709578372156471421169310383980817485079062358448435612040315502855394952348837866966144815836290966448962341841264961544065279388544410108981718679226404541792809,21778071482940061661655974875633165533184
727,18788340662190665823115844774314696219005460391266558965658327772257672200916867547709591987078149624255479808,10889035741470030830827987437816582766592
728,156680685593128735116469414263507931151942452455237187075345306836120946508566184857046513600898434447508872899346887025523794884632195838165633230326945156037679213625378427,21778071482940061661655974875633165533184
729,37576681324381331646231689548629392438010920782533117931316655544515344401833735095419183974156299248510959616,21778071482940061661655974875633165533184
730,470042056779386205349408242790523793455827357365711561226035920508362839525698554571139540802695303342526618698040661076571384653896587514496899690980835468113037640876135281,43556142965880123323311949751266331066368
731,75153362648762663292463379097258784876021841565066235862633311089030688803667470190838367948312598497021919232,21778071482940061661655974875633165533184
732,1410126170338158616048224728371571380367482072097134683678107761525088518577095663713418622408085910027579856094121983229714153961689762543490699072942506404339112922628405843,43556142965880123323311949751266331066368
733,150306725297525326584926758194517569752043683130132471725266622178061377607334940381676735896625196994043838464,21778071482940061661655974875633165533184
734,4230378511014475848144674185114714141102446216291404051034323284575265555731286991140255867224257730082739568282365949689142461885069287630472097218827519213017338767885217529,43556142965880123323311949751266331066368
735,300613450595050653169853516389035139504087366260264943450533244356122755214669880763353471793250393988087676928,43556142965880123323311949751266331066368
736,12691135533043427544434022555344142423307338648874212153102969853725796667193860973420767601672773190248218704847097849067427385655207862891416291656482557639052016303655652587,87112285931760246646623899502532662132736
737,601226901190101306339707032778070279008174732520529886901066488712245510429339761526706943586500787976175353856,43556142965880123323311949751266331066368
738,38073406599130282633302067666032427269922015946622636459308909561177390001581582920262302805018319570744656114541293547202282156965623588674248874969447672917156048910966957761,87112285931760246646623899502532662132736
739,1202453802380202612679414065556140558016349465041059773802132977424491020858679523053413887173001575952350707712,43556142965880123323311949751266331066368
740,114220219797390847899906202998097281809766047839867909377926728683532170004744748760786908415054958712233968343623880641606846470896870766022746624908343018751468146732900873283,87112285931760246646623899502532662132736
741,2404907604760405225358828131112281116032698930082119547604265954848982041717359046106827774346003151904701415424,87112285931760246646623899502532662132736
742,342660659392172543699718608994291845429298143519603728133780186050596510014234246282360725245164876136701905030871641924820539412690612298068239874725029056254404440198702619849,174224571863520493293247799005065324265472
743,4809815209520810450717656262224562232065397860164239095208531909697964083434718092213655548692006303809402830848,87112285931760246646623899502532662132736
744,1027981978176517631099155826982875536287894430558811184401340558151789530042702738847082175735494628410105715092614925774461618238071836894204719624175087168763213320596107859547,174224571863520493293247799005065324265472
745,9619630419041620901435312524449124464130795720328478190417063819395928166869436184427311097384012607618805661696,174224571863520493293247799005065324265472
746,3083945934529552893297467480948626608863683291676433553204021674455368590128108216541246527206483885230317145277844777323384854714215510682614158872525261506289639961788323578641,348449143727040986586495598010130648530944
747,19239260838083241802870625048898248928261591440656956380834127638791856333738872368854622194768025215237611323392,174224571863520493293247799005065324265472
748,9251837803588658679892402442845879826591049875029300659612065023366105770384324649623739581619451655690951435833534331970154564142646532047842476617575784518868919885364970735923,348449143727040986586495598010130648530944
749,38478521676166483605741250097796497856523182881313912761668255277583712667477744737709244389536050430475222646784,174224571863520493293247799005065324265472
750,27755513410765976039677207328537639479773149625087901978836195070098317311152973948871218744858354967072854307500602995910463692427939596143527429852727353556606759656094912207769,348449143727040986586495598010130648530944
751,76957043352332967211482500195592995713046365762627825523336510555167425334955489475418488779072100860950445293568,348449143727040986586495598010130648530944
752,83266540232297928119031621985612918439319448875263705936508585210294951933458921846613656234575064901218562922501808987731391077283818788430582289558182060669820278968284736623307,696898287454081973172991196020261297061888
753,153914086704665934422965000391185991426092731525255651046673021110334850669910978950836977558144201721900890587136,348449143727040986586495598010130648530944
754,249799620696893784357094865956838755317958346625791117809525755630884855800376765539840968703725194703655688767505426963194173231851456365291746868674546182009460836904854209869921,696898287454081973172991196020261297061888
755,307828173409331868845930000782371982852185463050511302093346042220669701339821957901673955116288403443801781174272,348449143727040986586495598010130648530944
756,749398862090681353071284597870516265953875039877373353428577266892654567401130296619522906111175584110967066302516280889582519695554369095875240606023638546028382510714562629609763,696898287454081973172991196020261297061888
757,615656346818663737691860001564743965704370926101022604186692084441339402679643915803347910232576806887603562348544,696898287454081973172991196020261297061888
758,2248196586272044059213853793611548797861625119632120060285731800677963702203390889858568718333526752332901198907548842668747559086663107287625721818070915638085147532143687888829289,1393796574908163946345982392040522594123776
759,1231312693637327475383720003129487931408741852202045208373384168882678805359287831606695820465153613775207124697088,696898287454081973172991196020261297061888
760,6744589758816132177641561380834646393584875358896360180857195402033891106610172669575706155000580256998703596722646528006242677259989321862877165454212746914255442596431063666487867,1393796574908163946345982392040522594123776
761,2462625387274654950767440006258975862817483704404090416746768337765357610718575663213391640930307227550414249394176,696898287454081973172991196020261297061888
