N,G_N_empty_at_zero,nu_1_N
945,12194330274671844653834364178879555881830461494785043558043581873536608354764709453594945715091765512343073949692994620685343654997219864477696,11972621413014756705924586149611790497021399392059392
946,1589396409809406705235934437778572772434445262537420978914283516882929086692294762027184188951389818720864201041444363603790549915078158083927088679873027341259621499423039141638391952753750263287510628065378647647592961180641,23945242826029513411849172299223580994042798784118784
947,24388660549343689307668728357759111763660922989570087116087163747073216709529418907189891430183531024686147899385989241370687309994439728955392,23945242826029513411849172299223580994042798784118784
948,4768189229428220115707803313335718317303335787612262936742850550648787260076884286081552566854169456162592603124333090811371649745234474251781266039619082023778864498269117424915175858261250789862531884196135942942778883541923,47890485652059026823698344598447161988085597568237568
949,48777321098687378615337456715518223527321845979140174232174327494146433419058837814379782860367062049372295798771978482741374619988879457910784,23945242826029513411849172299223580994042798784118784
950,14304567688284660347123409940007154951910007362836788810228551651946361780230652858244657700562508368487777809372999272434114949235703422755343798118857246071336593494807352274745527574783752369587595652588407828828336650625769,47890485652059026823698344598447161988085597568237568
951,97554642197374757230674913431036447054643691958280348464348654988292866838117675628759565720734124098744591597543956965482749239977758915821568,47890485652059026823698344598447161988085597568237568
952,42913703064853981041370229820021464855730022088510366430685654955839085340691958574733973101687525105463333428118997817302344847707110268266031394356571738214009780484422056824236582724351257108762786957765223486485009951877307,95780971304118053647396689196894323976171195136475136
953,195109284394749514461349826862072894109287383916560696928697309976585733676235351257519131441468248197489183195087913930965498479955517831643136,47890485652059026823698344598447161988085597568237568
954,128741109194561943124110689460064394567190066265531099292056964867517256022075875724201919305062575316390000284356993451907034543121330804798094183069715214642029341453266170472709748173053771326288360873295670459455029855631921,95780971304118053647396689196894323976171195136475136
955,390218568789499028922699653724145788218574767833121393857394619953171467352470702515038262882936496394978366390175827861930996959911035663286272,47890485652059026823698344598447161988085597568237568
956,386223327583685829372332068380193183701570198796593297876170894602551768066227627172605757915187725949170000853070980355721103629363992414394282549209145643926088024359798511418129244519161313978865082619887011378365089566895763,95780971304118053647396689196894323976171195136475136
957,780437137578998057845399307448291576437149535666242787714789239906342934704941405030076525765872992789956732780351655723861993919822071326572544,95780971304118053647396689196894323976171195136475136
958,1158669982751057488116996205140579551104710596389779893628512683807655304198682881517817273745563177847510002559212941067163310888091977243182847647627436931778264073079395534254387733557483941936595247859661034135095268700687289,191561942608236107294793378393788647952342390272950272
959,1560874275157996115690798614896583152874299071332485575429578479812685869409882810060153051531745985579913465560703311447723987839644142653145088,95780971304118053647396689196894323976171195136475136
960,3476009948253172464350988615421738653314131789169339680885538051422965912596048644553451821236689533542530007677638823201489932664275931729548542942882310795334792219238186602763163200672451825809785743578983102405285806102061867,191561942608236107294793378393788647952342390272950272
961,3121748550315992231381597229793166305748598142664971150859156959625371738819765620120306103063491971159826931121406622895447975679288285306290176,95780971304118053647396689196894323976171195136475136
962,10428029844759517393052965846265215959942395367508019042656614154268897737788145933660355463710068600627590023032916469604469797992827795188645628828646932386004376657714559808289489602017355477429357230736949307215857418306185601,191561942608236107294793378393788647952342390272950272
963,6243497100631984462763194459586332611497196285329942301718313919250743477639531240240612206126983942319653862242813245790895951358576570612580352,191561942608236107294793378393788647952342390272950272
964,31284089534278552179158897538795647879827186102524057127969842462806693213364437800981066391130205801882770069098749408813409393978483385565936886485940797158013129973143679424868468806052066432288071692210847921647572254918556803,383123885216472214589586756787577295904684780545900544
965,12486994201263968925526388919172665222994392570659884603436627838501486955279062480481224412253967884639307724485626491581791902717153141225160704,191561942608236107294793378393788647952342390272950272
966,93852268602835656537476692616386943639481558307572171383909527388420079640093313402943199173390617405648310207296248226440228181935450156697810659457822391474039389919431038274605406418156199296864215076632543764942716764755670409,383123885216472214589586756787577295904684780545900544
967,24973988402527937851052777838345330445988785141319769206873255677002973910558124960962448824507935769278615448971252983163583805434306282450321408,191561942608236107294793378393788647952342390272950272
968,281556805808506969612430077849160830918444674922716514151728582165260238920279940208829597520171852216944930621888744679320684545806350470093431978373467174422118169758293114823816219254468597890592645229897631294828150294267011227,383123885216472214589586756787577295904684780545900544
969,49947976805055875702105555676690660891977570282639538413746511354005947821116249921924897649015871538557230897942505966327167610868612564900642816,383123885216472214589586756787577295904684780545900544
970,844670417425520908837290233547482492755334024768149542455185746495780716760839820626488792560515556650834791865666234037962053637419051410280295935120401523266354509274879344471448657763405793671777935689692893884484450882801033681,766247770432944429179173513575154591809369561091801088
971,99895953610111751404211111353381321783955140565279076827493022708011895642232499843849795298031743077114461795885011932654335221737225129801285632,383123885216472214589586756787577295904684780545900544
972,2534011252276562726511870700642447478266002074304448627365557239487342150282519461879466377681546669952504375596998702113886160912257154230840887805361204569799063527824638033414345973290217381015333807069078681653453352648403101043,766247770432944429179173513575154591809369561091801088
973,199791907220223502808422222706762643567910281130558153654986045416023791284464999687699590596063486154228923591770023865308670443474450259602571264,766247770432944429179173513575154591809369561091801088
974,7602033756829688179535612101927342434798006222913345882096671718462026450847558385638399133044640009857513126790996106341658482736771462692522663416083613709397190583473914100243037919870652143046001421207236044960360057945209303129,1532495540865888858358347027150309183618739122183602176
975,399583814440447005616844445413525287135820562261116307309972090832047582568929999375399181192126972308457847183540047730617340886948900519205142528,766247770432944429179173513575154591809369561091801088
976,22806101270489064538606836305782027304394018668740037646290015155386079352542675156915197399133920029572539380372988319024975448210314388077567990248250841128191571750421742300729113759611956429138004263621708134881080173835627909387,1532495540865888858358347027150309183618739122183602176
977,799167628880894011233688890827050574271641124522232614619944181664095165137859998750798362384253944616915694367080095461234681773897801038410285056,766247770432944429179173513575154591809369561091801088
978,68418303811467193615820508917346081913182056006220112938870045466158238057628025470745592197401760088717618141118964957074926344630943164232703970744752523384574715251265226902187341278835869287414012790865124404643240521506883728161,1532495540865888858358347027150309183618739122183602176
979,1598335257761788022467377781654101148543282249044465229239888363328190330275719997501596724768507889233831388734160190922469363547795602076820570112,1532495540865888858358347027150309183618739122183602176
980,205254911434401580847461526752038245739546168018660338816610136398474714172884076412236776592205280266152854423356894871224779033892829492698111912234257570153724145753795680706562023836507607862242038372595373213929721564520651184483,3064991081731777716716694054300618367237478244367204352
981,3196670515523576044934755563308202297086564498088930458479776726656380660551439995003193449537015778467662777468320381844938727095591204153641140224,1532495540865888858358347027150309183618739122183602176
982,615764734303204742542384580256114737218638504055981016449830409195424142518652229236710329776615840798458563270070684613674337101678488478094335736702772710461172437261387042119686071509522823586726115117786119641789164693561953553449,3064991081731777716716694054300618367237478244367204352
983,6393341031047152089869511126616404594173128996177860916959553453312761321102879990006386899074031556935325554936640763689877454191182408307282280448,1532495540865888858358347027150309183618739122183602176
984,1847294202909614227627153740768344211655915512167943049349491227586272427555956687710130989329847522395375689810212053841023011305035465434283007210108318131383517311784161126359058214528568470760178345353358358925367494080685860660347,3064991081731777716716694054300618367237478244367204352
985,12786682062094304179739022253232809188346257992355721833919106906625522642205759980012773798148063113870651109873281527379754908382364816614564560896,3064991081731777716716694054300618367237478244367204352
986,5541882608728842682881461222305032634967746536503829148048473682758817282667870063130392967989542567186127069430636161523069033915106396302849021630324954394150551935352483379077174643585705412280535036060075076776102482242057581981041,6129982163463555433433388108601236734474956488734408704
987,25573364124188608359478044506465618376692515984711443667838213813251045284411519960025547596296126227741302219746563054759509816764729633229129121792,3064991081731777716716694054300618367237478244367204352
988,16625647826186528048644383666915097904903239609511487444145421048276451848003610189391178903968627701558381208291908484569207101745319188908547064890974863182451655806057450137231523930757116236841605108180225230328307446726172745943123,6129982163463555433433388108601236734474956488734408704
989,51146728248377216718956089012931236753385031969422887335676427626502090568823039920051095192592252455482604439493126109519019633529459266458258243584,6129982163463555433433388108601236734474956488734408704
990,49876943478559584145933151000745293714709718828534462332436263144829355544010830568173536711905883104675143624875725453707621305235957566725641194672924589547354967418172350411694571792271348710524815324540675690984922340178518237829369,12259964326927110866866776217202473468949912977468817408
991,102293456496754433437912178025862473506770063938845774671352855253004181137646079840102190385184504910965208878986252219038039267058918532916516487168,6129982163463555433433388108601236734474956488734408704
992,149630830435678752437799453002235881144129156485603386997308789434488066632032491704520610135717649314025430874627176361122863915707872700176923584018773768642064902254517051235083715376814046131574445973622027072954767020535554713488107,12259964326927110866866776217202473468949912977468817408
993,204586912993508866875824356051724947013540127877691549342705710506008362275292159680204380770369009821930417757972504438076078534117837065833032974336,6129982163463555433433388108601236734474956488734408704
994,448892491307036257313398359006707643432387469456810160991926368303464199896097475113561830407152947942076292623881529083368591747123618100530770752056321305926194706763551153705251146130442138394723337920866081218864301061606664140464321,12259964326927110866866776217202473468949912977468817408
995,409173825987017733751648712103449894027080255755383098685411421012016724550584319360408761540738019643860835515945008876152157068235674131666065948672,12259964326927110866866776217202473468949912977468817408
996,1346677473921108771940195077020122930297162408370430482975779104910392599688292425340685491221458843826228877871644587250105775241370854301592312256168963917778584120290653461115753438391326415184170013762598243656592903184819992421392963,24519928653854221733733552434404946937899825954937634816
997,818347651974035467503297424206899788054160511510766197370822842024033449101168638720817523081476039287721671031890017752304314136471348263332131897344,12259964326927110866866776217202473468949912977468817408
998,4040032421763326315820585231060368790891487225111291448927337314731177799064877276022056473664376531478686633614933761750317325724112562904776936768506891753335752360871960383347260315173979245552510041287794730969778709554459977264178889,24519928653854221733733552434404946937899825954937634816
999,1636695303948070935006594848413799576108321023021532394741645684048066898202337277441635046162952078575443342063780035504608628272942696526664263794688,12259964326927110866866776217202473468949912977468817408
1000,12120097265289978947461755693181106372674461675333874346782011944193533397194631828066169420993129594436059900844801285250951977172337688714330810305520675260007257082615881150041780945521937736657530123863384192909336128663379931792536667,24519928653854221733733552434404946937899825954937634816
